"PHEO"	"TN"	"TP"	"CHLA"	"DOP"	"DON"	"NH4F"	"NO2F"	"NO3F"	"PC"	"PO4F"	"DO"	"PH"	"SALINITY"	"WTEMP"	"Latitude"	"WIND_RATIO_BWI.15"	"WIND_RATIO_BWI.30"	"WIND_RATIO_BWI.60"	"PRECIP24HR_BWI.15"	"PRECIP24HR_BWI.30"	"PRECIP24HR_BWI.60"	"measurement_PAR.15"	"measurement_PAR.30"	"measurement_PAR.60"	"Station"	"qPCR.ct"	"WaterColumnPosition"	"cruise_id"	"SampleDate"	"LinearTime"	"DayLength"	"FallPeak"	"Discharge_Susquehanna.15"	"Discharge_Sum.15"	"Microbial.Clusters"	"Habitat"	"StatName"	"InvSimpson"	"FaithsPD"	"Observed.ASVs"
"SB081216TAWCSCB71D20BR2TR1I201"	0.57150867241905	-0.206825303224591	0.406674330866158	-0.271544751330862	-0.569838090372336	-0.708515182181947	0.95697431588271	0.238402591832244	-0.32574834145795	-0.228319269193522	0.744534876338907	-0.435441490124826	0.272267576900492	1.07547544722764	0.897473986956265	-0.610590400341629	37.6759871777837	219.218677861345	326.728619346507	10.3	13.27	28.42	641.895683288574	1327.50413513184	2477.87538146973	"CB7.1"	"17.56741753"	"lower"	"9"	"2016-08-09 00:00:00"	0.634398782343988	0.664140731167831	0.747607577010733	111915.625	200675.572916667	"M.3"	"H.2"	"5"	95.9418274957048	57.514131	231
"SB081216TAWCSCB42CD26BR2TR1I612"	-0.585269974030778	0.621539260005305	1.6199278641007	-1.56990492265402	1.7559612584209	0.809413292990634	1.46703968773605	-0.743424539452428	-0.322594178075594	-1.49434985630013	1.64972804769828	-1.51990300628016	-1.11312310827005	0.34374609767035	0.747706085881523	0.738922137208298	37.6759871777837	219.218677861345	326.728619346507	10.3	13.27	28.42	641.895683288574	1327.50413513184	2477.87538146973	"CB4.2C"	NA	"lower"	"9"	"2016-08-09 00:00:00"	0.634122907153729	0.66543561702476	0.746455249559461	111915.625	200675.572916667	"M.3"	"H.1"	"2"	66.0394903904056	64.045406	329
"SB081216TAWCSCB32D10BR1TR2I621"	0.357282299088698	0.992718228351321	1.51358167083818	0.128919707952104	0.826261020691364	0.742618751479798	0.817654127934929	1.91849101484108	-0.183416718829138	0.323167273388447	1.52958442545398	-1.16192541842306	-1.37451757717015	-0.975345109485174	0.969958363708075	1.46435241112747	41.4005750898716	216.871837202005	334.103629138141	10.3	13.27	28.42	643.213035583496	1320.01781845093	2532.27114486694	"CB3.2"	NA	"lower"	"9"	"2016-08-10 00:00:00"	0.636520167427702	0.65411712729559	0.756393273224032	113608.958333333	203657.625	"M.1"	"H.1"	"2"	56.7301073861476	59.442832	304
"SB081216TAWCSCB41CD31BR1TR1I182"	-0.127266338558393	0.607251385693419	1.80537963862432	-1.15172584657166	2.15470075938075	0.60260008774328	1.51487345506481	-0.743424539452428	-0.353347271053564	-1.28527568376771	1.73472831188241	-1.52233271841494	-1.11312310827005	0.243141830869464	0.696442594459061	0.990890392385916	37.6759871777837	219.218677861345	326.728619346507	10.3	13.27	28.42	641.895683288574	1327.50413513184	2477.87538146973	"CB4.1C"	"17.95058778"	"lower"	"9"	"2016-08-09 00:00:00"	0.634326484018265	0.664480273673911	0.747305804807004	111915.625	200675.572916667	"M.3"	"H.1"	"2"	72.6433867247668	68.478872	342
"SB081216TAWCSCB22D11BR1TR2I617"	1.15317079725516	1.11753530666334	0.610619889722965	0.623445973208192	-0.659932032053384	2.06350817663891	0.292505914990448	1.19546828096204	0.261714588505843	0.712638845960059	0.716994636746459	0.144719774056857	-1.37451757717015	-2.04744807455344	1.24510817038589	1.72373603247971	41.4005750898716	216.871837202005	334.103629138141	10.3	13.27	28.42	643.213035583496	1320.01781845093	2532.27114486694	"CB2.2"	NA	"lower"	"9"	"2016-08-10 00:00:00"	0.636674277016743	0.653384405829012	0.757026299556012	113608.958333333	203657.625	"M.1"	"H.1"	"1"	29.4712662658287	49.467008	261
"SB081216TAWCSCB41CD31BR1TR2I618"	-0.127266338558393	0.607251385693419	1.80537963862432	-1.15172584657166	2.15470075938075	0.60260008774328	1.51487345506481	-0.743424539452428	-0.353347271053564	-1.28527568376771	1.73472831188241	-1.52233271841494	-1.11312310827005	0.243141830869464	0.696442594459061	0.990890392385916	37.6759871777837	219.218677861345	326.728619346507	10.3	13.27	28.42	641.895683288574	1327.50413513184	2477.87538146973	"CB4.1C"	NA	"lower"	"9"	"2016-08-09 00:00:00"	0.634326484018265	0.664480273673911	0.747305804807004	111915.625	200675.572916667	"M.3"	"H.1"	"2"	56.7223298913822	63.053488	337
"SB081216TAWCSCB22D11BR2TR1I175"	1.15317079725516	1.11753530666334	0.610619889722965	0.623445973208192	-0.659932032053384	2.06350817663891	0.292505914990448	1.19546828096204	0.261714588505843	0.712638845960059	0.716994636746459	0.144719774056857	-1.37451757717015	-2.04744807455344	1.24510817038589	1.72373603247971	41.4005750898716	216.871837202005	334.103629138141	10.3	13.27	28.42	643.213035583496	1320.01781845093	2532.27114486694	"CB2.2"	"16.75647044"	"lower"	"9"	"2016-08-10 00:00:00"	0.636674277016743	0.653384405829012	0.757026299556012	113608.958333333	203657.625	"M.1"	"H.1"	"1"	27.1684978404983	45.121295	236
"SB081216TAWCSCB33CD24BR1TR1I181"	1.02689289509892	0.852173162408193	1.94741913709026	-0.60198652476287	1.5452322265864	0.990100102145368	1.48921532977353	-0.743424539452428	-0.297952276650938	-0.289783628671188	1.90608427647884	-1.52476243054972	-1.11312310827005	0.0619007439828939	0.595094082681321	1.2292334378816	37.6759871777837	219.218677861345	326.728619346507	10.3	13.27	28.42	641.895683288574	1327.50413513184	2477.87538146973	"CB3.3C"	"17.19339724"	"lower"	"9"	"2016-08-09 00:00:00"	0.634535768645358	0.66349701168829	0.748178932796633	111915.625	200675.572916667	"M.3"	"H.1"	"2"	57.7354920554375	69.800222	405
"SB081216TAWCSCB31D13BR1TR1I177"	0.778640507371183	1.00704869457808	1.30981292803561	0.526141045337915	1.12125221093334	1.25155629812448	0.506721217134452	1.80844484297845	-0.113236583571719	0.449186395738353	1.26845514557097	-0.924353565244895	-1.37451757717015	-1.1895159746706	1.05457231353759	1.58463834145731	41.4005750898716	216.871837202005	334.103629138141	10.3	13.27	28.42	643.213035583496	1320.01781845093	2532.27114486694	"CB3.1"	"16.79850934"	"lower"	"9"	"2016-08-10 00:00:00"	0.636596270928463	0.65375536614267	0.756705967493096	113608.958333333	203657.625	"M.1"	"H.1"	"1"	60.9268526141757	55.970289	305
"SB081216TAWCSCB22D11BR1TR1I176"	1.15317079725516	1.11753530666334	0.610619889722965	0.623445973208192	-0.659932032053384	2.06350817663891	0.292505914990448	1.19546828096204	0.261714588505843	0.712638845960059	0.716994636746459	0.144719774056857	-1.37451757717015	-2.04744807455344	1.24510817038589	1.72373603247971	41.4005750898716	216.871837202005	334.103629138141	10.3	13.27	28.42	643.213035583496	1320.01781845093	2532.27114486694	"CB2.2"	"16.20470497"	"lower"	"9"	"2016-08-10 00:00:00"	0.636674277016743	0.653384405829012	0.757026299556012	113608.958333333	203657.625	"M.1"	"H.1"	"1"	37.7633497209949	53.276755	277
"SB081216TAWCSCB33CD24BR1TR2I623"	1.02689289509892	0.852173162408193	1.94741913709026	-0.60198652476287	1.5452322265864	0.990100102145368	1.48921532977353	-0.743424539452428	-0.297952276650938	-0.289783628671188	1.90608427647884	-1.52476243054972	-1.11312310827005	0.0619007439828939	0.595094082681321	1.2292334378816	37.6759871777837	219.218677861345	326.728619346507	10.3	13.27	28.42	641.895683288574	1327.50413513184	2477.87538146973	"CB3.3C"	NA	"lower"	"9"	"2016-08-09 00:00:00"	0.634535768645358	0.66349701168829	0.748178932796633	111915.625	200675.572916667	"M.3"	"H.1"	"2"	35.1454656375367	67.520128	361
"SB081216TAWCSCB32D10BR1TR1I180"	0.357282299088698	0.992718228351321	1.51358167083818	0.128919707952104	0.826261020691364	0.742618751479798	0.817654127934929	1.91849101484108	-0.183416718829138	0.323167273388447	1.52958442545398	-1.16192541842306	-1.37451757717015	-0.975345109485174	0.969958363708075	1.46435241112747	41.4005750898716	216.871837202005	334.103629138141	10.3	13.27	28.42	643.213035583496	1320.01781845093	2532.27114486694	"CB3.2"	"16.27311984"	"lower"	"9"	"2016-08-10 00:00:00"	0.636520167427702	0.65411712729559	0.756393273224032	113608.958333333	203657.625	"M.1"	"H.1"	"2"	62.109195990529	58.418902	277
"SB082916TAWCSCB43CD26BR1TR2I220"	-1.52592413950633	-0.46628374827521	1.43811199491754	-1.81004714413834	1.79364807387911	0.467766671721466	0.266024790740494	-0.743424539452428	-0.360444138663865	-1.8599687436547	1.50153175361802	-1.50856434965121	-0.851728639369946	0.504592248939799	0.996572168641958	0.611178787587511	102.93730073648	250.053061521302	506.84822627535	10.14	11.91	31.68	709.898319244385	1379.29504585266	2749.846616745	"CB4.3C"	NA	"lower"	"10"	"2016-08-30 00:00:00"	0.691430745814307	0.359751433727227	0.933048179855255	138780.208333333	191261.869517544	"M.3"	"H.1"	"3"	27.9847413907071	56.160136	285
"SB082916TAWCSCB62D9BR1TR1I232"	0.125487575981089	-0.279873231709785	0.549094372400739	-0.335643420976409	0.370394855391532	-0.244732331988496	0.503095153896439	0.931702422534563	-0.319834285116033	-0.230384897731642	0.756655944516103	-0.214337685860146	0.272267576900492	0.688668367198316	1.12419322100128	-0.886262595408274	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB6.2"	"17.03608648;20.15541123"	"lower"	"10"	"2016-08-29 00:00:00"	0.689351217656012	0.371911642768338	0.928268134739826	140657.380319149	193897.218586693	"M.3"	"H.2"	"6"	61.8694068147987	63.440964	384
"SB082916TAWCSCB64D10BR1TR1I236"	0.524889918617207	-0.615183382297548	0.54209062924014	0.128919707952104	1.01280060469115	-0.354893413048795	0.126619833300197	0.0506192840560826	-0.342307699215319	-0.22034266036167	0.603760218288395	0.030253335707376	0.285337300345497	1.36992425246748	0.797806995955025	-1.23708370930704	84.1643873565684	249.275998688611	503.734636011659	5.22	11.88	29.61	758.741374969482	1378.45016288757	2736.63224220276	"CB6.4"	"17.05107933"	"lower"	"10"	"2016-08-31 00:00:00"	0.694280821917808	0.342986032818373	0.939340503380704	135336.875	184428.208333333	"M.3"	"H.2"	"6"	97.0052007289546	59.353288	399
"SB082916TAWCSCB64D10BR2TR1I237"	0.524889918617207	-0.615183382297548	0.54209062924014	0.128919707952104	1.01280060469115	-0.354893413048795	0.126619833300197	0.0506192840560826	-0.342307699215319	-0.22034266036167	0.603760218288395	0.030253335707376	0.285337300345497	1.36992425246748	0.797806995955025	-1.23708370930704	84.1643873565684	249.275998688611	503.734636011659	5.22	11.88	29.61	758.741374969482	1378.45016288757	2736.63224220276	"CB6.4"	"17.62068136;20.4746289"	"lower"	"10"	"2016-08-31 00:00:00"	0.694280821917808	0.342986032818373	0.939340503380704	135336.875	184428.208333333	"M.3"	"H.2"	"6"	81.0050014684026	56.123643	255
"SB082916TAWCSCB74D13BR1TR1I246"	0.125487575981089	-2.77581272387546	-0.613003283008574	0.00671064941650792	0.237159965912422	-2.42128954276128	-1.39213015635467	-0.661003203441417	-1.00741234517683	-0.786066675705335	-0.279462312483425	0.779684545278503	0.542375194763931	2.15519335255272	0.188625115009963	-1.57467210927603	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB7.4"	"18.3192992"	"lower"	"10"	"2016-08-29 00:00:00"	0.688713850837139	0.375626080229197	0.926771302885264	140657.380319149	193897.218586693	"M.2"	"H.2"	"7"	54.9685007035407	44.195903	231
"SB082916TAWCSCB74D13BR2TR1I614"	0.125487575981089	-2.77581272387546	-0.613003283008574	0.00671064941650792	0.237159965912422	-2.42128954276128	-1.39213015635467	-0.661003203441417	-1.00741234517683	-0.786066675705335	-0.279462312483425	0.779684545278503	0.542375194763931	2.15519335255272	0.188625115009963	-1.57467210927603	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB7.4"	"18.57359383"	"lower"	"10"	"2016-08-29 00:00:00"	0.688713850837139	0.375626080229197	0.926771302885264	140657.380319149	193897.218586693	"M.2"	"H.2"	"7"	62.9284731584223	47.050061	232
"SB082916TAWCSCB72D20BR1TR1I241"	0.713583143044598	-1.19110666529081	0.516587736311998	-0.0370961882138791	0.826261020691364	-1.33278013504835	0.00694672021264616	-0.467957336859238	-0.360444138663865	-0.198694313044731	0.520398575474307	0.331537640419688	0.366369585704528	1.67165195618336	0.807819613953181	-0.991773864210612	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB7.2"	"18.38323703"	"lower"	"10"	"2016-08-29 00:00:00"	0.68919901065449	0.372799216958289	0.927912034535218	140657.380319149	193897.218586693	"M.2"	"H.2"	"7"	88.2047482920684	54.037997	252
"SB082916TAWCSCB31D13BR1TR2I212"	1.20453908438053	0.895686094874961	1.5191071535542	0.340153138813397	1.48372972906974	0.953213771826277	-0.926739943864899	1.9835671697541	-0.217718245612259	0.691647642785343	1.35977995626176	-0.58959322667566	-1.11312310827005	-0.93572093739034	1.09049385754839	1.58463834145731	84.1643873565684	249.275998688611	503.734636011659	5.22	11.88	29.61	758.741374969482	1378.45016288757	2736.63224220276	"CB3.1"	"18.20038383"	"lower"	"10"	"2016-08-31 00:00:00"	0.694132420091324	0.343861758655727	0.93902028249351	135336.875	184428.208333333	"M.3"	"H.1"	"1"	71.919036369239	59.985213	282
"SB082916TAWCSCB63D10BR3TR1I234"	0.227294417203235	-0.426921372844353	0.589048726157867	0.171074299090246	0.525678300891387	-0.658154790756997	0.18593428574403	0.711933977411232	-0.34861602598003	0.329676287241028	0.49193704602339	0.079927450462811	0.376825364460533	0.915333998568567	1.05645385225963	-0.991773864210612	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB6.3"	"17.32840735"	"lower"	"10"	"2016-08-29 00:00:00"	0.689271308980213	0.372377661681805	0.928081287970182	140657.380319149	193897.218586693	"M.3"	"H.2"	"6"	67.0345693559672	59.679021	283
"SB082916TAWCSCB61D11BR1TR1I230"	0.125487575981089	-0.352718065846243	0.642372219222817	-0.456733063307973	0.646435999271436	-0.091725900747178	0.354890291614355	1.21246792058712	-0.322988448498388	-0.697608115767226	0.913414741607965	-0.898436635807277	-0.363792297423089	0.863159541015403	1.07565506545151	-0.743744584259966	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB6.1"	"17.57067988"	"lower"	"10"	"2016-08-29 00:00:00"	0.689581430745814	0.370568540760634	0.928805123047098	140657.380319149	193897.218586693	"M.3"	"H.2"	"6"	70.4004779841136	59.900081	272
"SB082916TAWCSCB61D11BR2TR1I231"	0.125487575981089	-0.352718065846243	0.642372219222817	-0.456733063307973	0.646435999271436	-0.091725900747178	0.354890291614355	1.21246792058712	-0.322988448498388	-0.697608115767226	0.913414741607965	-0.898436635807277	-0.363792297423089	0.863159541015403	1.07565506545151	-0.743744584259966	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB6.1"	"17.44569354"	"lower"	"10"	"2016-08-29 00:00:00"	0.689581430745814	0.370568540760634	0.928805123047098	140657.380319149	193897.218586693	"M.3"	"H.2"	"6"	65.0121706461727	60.152476	317
"SB082916TAWCSCB44D30BR1TR1I222"	0.0974000864212515	-0.492952833530035	1.45557837243618	-1.96699196965731	1.73294014618116	0.00824646172181177	0.252485065894288	0.292431212088665	-0.344673321752085	-0.681987509285899	1.48319960399882	-1.51828319819031	-0.851728639369946	0.639597885460482	0.989909510603275	0.414258061649525	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB4.4"	"17.33351091"	"lower"	"10"	"2016-08-29 00:00:00"	0.689138127853881	0.373154151210803	0.927769356809194	140657.380319149	193897.218586693	"M.3"	"H.1"	"3"	36.2506680791579	59.247695	347
"SB082916TAWCSCB52D29BR1TR1I224"	0.920677520962591	0.214944566516426	1.4204137345651	-1.97239908479399	1.56240355407085	0.144414305145529	-0.330251355917658	1.90057644600306	-0.130190211751882	-1.18074458639876	1.46200172088439	-1.46968895549478	-0.851728639369946	0.651639989217248	1.11754958913247	0.0252387004428936	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB5.2"	"17.14995752"	"lower"	"10"	"2016-08-29 00:00:00"	0.688913622526636	0.374462498931667	0.927242059493556	140657.380319149	193897.218586693	"M.3"	"H.1"	"4"	38.9237884275751	61.336467	345
"SB082916TAWCSCB53D25BR1TR2I610"	0.698238123245211	0.23553903802872	0.908506667101316	-0.844946299312231	1.66193998162377	0.382457431033904	0.238736948910607	1.52121273277151	-0.306034820318225	0.356349120422171	0.7712509191696	-0.762372756259781	-0.0675452326696403	0.778195868806179	1.16286071048874	-0.292879106678167	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB5.3"	NA	"lower"	"10"	"2016-08-29 00:00:00"	0.688770928462709	0.375293688738663	0.92690595380164	140657.380319149	193897.218586693	"M.3"	"H.1"	"5"	60.9317468286642	63.78285	380
"SB082916TAWCSCB53D25BR1TR1I225"	0.698238123245211	0.23553903802872	0.908506667101316	-0.844946299312231	1.66193998162377	0.382457431033904	0.238736948910607	1.52121273277151	-0.306034820318225	0.356349120422171	0.7712509191696	-0.762372756259781	-0.0675452326696403	0.778195868806179	1.16286071048874	-0.292879106678167	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB5.3"	"17.79042841"	"lower"	"10"	"2016-08-29 00:00:00"	0.688770928462709	0.375293688738663	0.92690595380164	140657.380319149	193897.218586693	"M.3"	"H.1"	"5"	68.838353740159	66.28295	403
"SB082916TAWCSCB43CD26BR1TR1I219"	-1.52592413950633	-0.46628374827521	1.43811199491754	-1.81004714413834	1.79364807387911	0.467766671721466	0.266024790740494	-0.743424539452428	-0.360444138663865	-1.8599687436547	1.50153175361802	-1.50856434965121	-0.851728639369946	0.504592248939799	0.996572168641958	0.611178787587511	102.93730073648	250.053061521302	506.84822627535	10.14	11.91	31.68	709.898319244385	1379.29504585266	2749.846616745	"CB4.3C"	"18.40437334"	"lower"	"10"	"2016-08-30 00:00:00"	0.691430745814307	0.359751433727227	0.933048179855255	138780.208333333	191261.869517544	"M.3"	"H.1"	"3"	30.6762547982785	58.562337	282
"SB082916TAWCSCB54D25BR2TR1I228"	0.541783257865656	-0.368272904610073	0.745760527456062	-0.844609448916125	-0.108929529958186	-1.01973524300886	0.747692091218499	0.952787514974413	-0.321017096384416	-0.13186133025571	0.916782683857523	-0.747254547421171	-0.155765865923428	0.922807432293462	1.09191184089113	-0.447045831042199	102.93730073648	250.053061521302	506.84822627535	10.14	11.91	31.68	709.898319244385	1379.29504585266	2749.846616745	"CB5.4"	"17.86856471"	"lower"	"10"	"2016-08-30 00:00:00"	0.691413622526636	0.359851817169131	0.933009469233873	138780.208333333	191261.869517544	"M.3"	"H.2"	"5"	71.8838223099704	62.26351	280
"SB082916TAWCSCB71D20BR2TR1I238"	0.125487575981089	-0.902239254425423	0.253713228290432	0.572074347256665	0.142302721103231	-1.00443315026643	0.523122131279014	0.396017951513225	-0.335210831605018	-0.706541938318539	0.671074065048163	-0.374698686755409	0.0958263103929211	1.01158136755811	1.02274897686294	-0.610590400341629	102.93730073648	250.053061521302	506.84822627535	10.14	11.91	31.68	709.898319244385	1379.29504585266	2749.846616745	"CB7.1"	"17.32672052;20.21"	"lower"	"10"	"2016-08-30 00:00:00"	0.691898782343988	0.357006011109874	0.934102086514861	138780.208333333	191261.869517544	"M.3"	"H.2"	"5"	71.5054715424801	63.450834	374
"SB082916TAWCSCB53D25BR2TR1I226"	0.698238123245211	0.23553903802872	0.908506667101316	-0.844946299312231	1.66193998162377	0.382457431033904	0.238736948910607	1.52121273277151	-0.306034820318225	0.356349120422171	0.7712509191696	-0.762372756259781	-0.0675452326696403	0.778195868806179	1.16286071048874	-0.292879106678167	123.386140042317	250.830124353993	508.796017363158	10.74	18.82	31.68	713.511142730713	1384.84988594055	2752.66149330139	"CB5.3"	"17.53387765"	"lower"	"10"	"2016-08-29 00:00:00"	0.688770928462709	0.375293688738663	0.92690595380164	140657.380319149	193897.218586693	"M.3"	"H.1"	"5"	56.6983038389426	51.502352	223
"SB083016TAWCSCB41CD31BR1TR1I216"	0.227141786390622	0.379569650735151	1.91475074806152	-1.44619271170486	2.13045143240911	1.00230767938399	1.0024152985477	-0.743424539452428	-0.358472786549893	-1.19872122846033	1.8281455855192	-1.50775444560628	-1.11312310827005	0.364523625683013	0.983252990434734	0.990890392385916	102.93730073648	250.053061521302	506.84822627535	10.14	11.91	31.68	709.898319244385	1379.29504585266	2749.846616745	"CB4.1C"	"18.24202805"	"lower"	"10"	"2016-08-30 00:00:00"	0.691799847792999	0.357586602480821	0.933879982506437	138780.208333333	191261.869517544	"M.3"	"H.1"	"2"	14.8051642390677	56.945633	252
"SB083116TAWCSCB22D11BR2TR2I622"	0.67170836534707	1.09661008896425	1.36121981141799	-0.130150631668955	1.07073440982355	0.963946463063518	-0.714000867488407	2.05794982859059	0.198631320858724	0.843183009645129	1.21178747039291	-0.222436726309401	-1.37451757717015	-1.63556164659215	1.17195567006742	1.72373603247971	84.1643873565684	249.275998688611	503.734636011659	5.22	11.88	29.61	758.741374969482	1378.45016288757	2736.63224220276	"CB2.2"	NA	"lower"	"10"	"2016-08-31 00:00:00"	0.694214231354642	0.343379023648716	0.939196915517749	135336.875	184428.208333333	"M.1"	"H.1"	"1"	49.7303163910333	53.814626	297
"SB083116TAWCSCB22D11BR2TR1I210"	0.67170836534707	1.09661008896425	1.36121981141799	-0.130150631668955	1.07073440982355	0.963946463063518	-0.714000867488407	2.05794982859059	0.198631320858724	0.843183009645129	1.21178747039291	-0.222436726309401	-1.37451757717015	-1.63556164659215	1.17195567006742	1.72373603247971	84.1643873565684	249.275998688611	503.734636011659	5.22	11.88	29.61	758.741374969482	1378.45016288757	2736.63224220276	"CB2.2"	"16.48238936"	"lower"	"10"	"2016-08-31 00:00:00"	0.694214231354642	0.343379023648716	0.939196915517749	135336.875	184428.208333333	"M.1"	"H.1"	"1"	53.9327787356833	54.876067	290
"SB041117TAWCSCB61D11BR1TR1I302"	-1.59738588018459	-0.859735629939997	-1.5843545582027	0.742449048644379	-0.629386511967654	-0.332104491585824	-1.37910927176345	-1.56111184438181	-0.36438684289181	0.494780685092463	-1.5545303089306	1.75858856757854	1.60537936829101	-0.178120631786553	-1.85113506430906	-0.743744584259966	36.2754366130508	53.6091154137169	212.679345072061	10.07	15.66	20.01	528.718500137329	1071.67668151855	1940.31703472137	"CB6.1"	NA	"upper"	"18"	"2017-04-11 00:00:00"	1.30532534246575	0.340660547400905	-0.940186359954512	1848912.5	2180405.17708333	"M.2"	"H.3"	"6"	23.6031340191215	33.940228	177
"SB041117TAWCSCB61D11BR1TR1I311"	-1.59738588018459	-1.50866491167366	-1.59572048888643	0.672517538306971	-0.821124958403996	-1.0709209874446	-1.37910927176345	-1.56111184438181	-0.36438684289181	-0.262189381234502	-1.5545303089306	1.22135221777791	0.995458940857443	0.5258212485	-1.97507346973825	-0.743744584259966	36.2754366130508	53.6091154137169	212.679345072061	10.07	15.66	20.01	528.718500137329	1071.67668151855	1940.31703472137	"CB6.1"	NA	"lower"	"18"	"2017-04-11 00:00:00"	1.30532534246575	0.340660547400905	-0.940186359954512	1848912.5	2180405.17708333	"M.2"	"H.3"	"6"	43.4304738456841	45.566927	252
"SB041117TAWCSCB62D9BR1TR1I303"	-1.59738588018459	-1.31611196346508	-1.71394253971507	0.59802467558565	-0.961564655885571	-0.753421780245638	-1.37910927176345	-1.56111184438181	-0.36438684289181	0.144887964401638	-1.5545303089306	1.67597835499613	1.52696102762098	-0.0550107881508567	-1.84570824432705	-0.886262595408274	36.2754366130508	53.6091154137169	212.679345072061	10.07	15.66	20.01	528.718500137329	1071.67668151855	1940.31703472137	"CB6.2"	NA	"upper"	"18"	"2017-04-11 00:00:00"	1.3055802891933	0.342166173093958	-0.939639457446438	1848912.5	2180405.17708333	"M.2"	"H.3"	"6"	50.536546501363	48.224328	231
"SB041117TAWCSCB62D9BR1TR1I312"	-1.59738588018459	-1.31611196346508	-1.34273830302548	1.0737177986527	-0.855204844539261	-0.963646735973924	-1.37910927176345	-1.56111184438181	-0.36438684289181	0.156615121824441	-1.5545303089306	1.31476115095933	1.20021794149585	0.327224612105308	-1.99414504729362	-0.886262595408274	36.2754366130508	53.6091154137169	212.679345072061	10.07	15.66	20.01	528.718500137329	1071.67668151855	1940.31703472137	"CB6.2"	NA	"lower"	"18"	"2017-04-11 00:00:00"	1.3055802891933	0.342166173093958	-0.939639457446438	1848912.5	2180405.17708333	"M.2"	"H.3"	"6"	39.6553423225216	43.540142	253
"SB041117TAWCSCB63D10BR1TR1I304"	-1.59738588018459	-1.38240386339743	-1.3330100933457	0.128919707952104	-0.237371943520445	-0.644392391995492	-1.37910927176345	-1.56111184438181	-0.36438684289181	-0.264138459643661	-1.5545303089306	1.53991447544864	1.34398489939091	0.255372128486257	-1.78873115689867	-0.991773864210612	36.2754366130508	53.6091154137169	212.679345072061	10.07	15.66	20.01	528.718500137329	1071.67668151855	1940.31703472137	"CB6.3"	NA	"upper"	"18"	"2017-04-11 00:00:00"	1.30565258751903	0.342592981945147	-0.939483926803398	1848912.5	2180405.17708333	"M.2"	"H.3"	"6"	36.0625230286486	43.799247	235
"SB041117TAWCSCB72D20BR1TR1I316"	-0.312433457379296	-1.44301112042956	-0.682007023972889	0.340092945295608	-0.998484630909619	-1.12882270033202	-1.37910927176345	-0.955056547312537	0.0115518284544357	-0.0603953908873137	-0.878108520758986	1.12632347650665	0.890901153297399	0.87184711324321	-1.95560248269554	-0.991773864210612	32.391819801664	48.907520520983	212.851966908987	10.15	15.66	20.25	516.768960952759	1060.82886505127	1917.85695934296	"CB7.2"	NA	"lower"	"18"	"2017-04-10 00:00:00"	1.30284056316591	0.325941128844038	-0.945390067923222	1796306.25	2119655.91666667	"M.2"	"H.3"	"7"	50.889725655949	45.720805	288
"SB041117TAWCSCB63D10BR2TR1I313"	-1.59738588018459	-1.20783436544339	-1.2026704474923	0.967452863405405	-0.998484630909619	-0.913109836904515	-1.37910927176345	-1.56111184438181	-0.36438684289181	0.253917351440837	-1.5545303089306	1.36497520174471	1.25249683527587	0.313678976331742	-1.94625853836862	-0.991773864210612	36.2754366130508	53.6091154137169	212.679345072061	10.07	15.66	20.01	528.718500137329	1071.67668151855	1940.31703472137	"CB6.3"	NA	"lower"	"18"	"2017-04-11 00:00:00"	1.30565258751903	0.342592981945147	-0.939483926803398	1848912.5	2180405.17708333	"M.2"	"H.3"	"6"	47.2529525668513	45.677475	286
