"OEU.1"	"OEU.2"	"OEU.3"	"OEU.4"	"OEU.5"	"OEU.6"	"OEU.7"	"OEU.8"	"OEU.9"	"OEU.10"	"OEU.11"	"OEU.12"	"OEU.13"	"OEU.14"	"OEU.15"	"OEU.16"	"OEU.17"	"OEU.18"	"OEU.19"	"OEU.20"	"OEU.21"	"OEU.22"	"OEU.23"	"OEU.24"	"OEU.25"	"OEU.26"	"OEU.27"	"OEU.28"	"OEU.29"	"OEU.30"	"OEU.31"	"OEU.32"	"OEU.33"	"OEU.34"	"OEU.35"	"OEU.36"	"OEU.37"	"OEU.38"	"OEU.39"	"OEU.40"	"OEU.41"	"OEU.42"	"OEU.43"	"OEU.44"	"OEU.45"	"OEU.46"	"OEU.47"	"OEU.48"	"OEU.49"	"OEU.50"	"OEU.51"	"OEU.52"	"OEU.53"	"OEU.54"	"OEU.55"	"OEU.56"	"OEU.57"	"OEU.58"	"OEU.59"	"OEU.60"	"OEU.61"	"OEU.62"	"OEU.63"	"OEU.64"	"OEU.65"	"OEU.66"	"OEU.67"	"OEU.68"	"OEU.69"	"OEU.70"	"OEU.71"	"OEU.72"	"OEU.73"	"OEU.74"	"OEU.75"	"OEU.76"	"OEU.77"	"OEU.78"	"OEU.79"	"OEU.80"	"OEU.81"	"OEU.82"	"OEU.83"	"OEU.84"	"OEU.85"	"OEU.86"	"OEU.87"	"OEU.88"	"OEU.89"	"OEU.90"	"OEU.91"	"OEU.92"	"OEU.93"	"OEU.94"	"OEU.95"	"OEU.96"	"OEU.97"	"OEU.98"	"OEU.99"	"OEU.100"	"OEU.101"	"OEU.102"	"OEU.103"	"OEU.104"	"OEU.105"	"OEU.106"	"OEU.107"	"OEU.108"	"OEU.109"	"OEU.110"	"OEU.111"	"OEU.112"	"OEU.113"	"OEU.114"	"OEU.115"	"OEU.116"	"OEU.117"	"OEU.118"	"OEU.119"	"OEU.120"	"OEU.121"	"OEU.122"	"OEU.123"	"OEU.124"	"OEU.125"	"OEU.126"	"OEU.127"	"OEU.128"
"SB083016TAWCSCB41CD31BR1TR1I216"	89493	0	0	0	30339	0	0	22092	0	0	1723	5744	234	0	6489	0	507	0	35890	4205	5500	0	18084	0	0	0	0	16207	0	0	0	10032	0	0	0	0	0	174	0	0	0	52763	4139	0	205	0	660	15097	0	0	0	0	1915	0	27832	4371	243	3430	11722	4992	648	0	22254	0	0	1814	0	0	3278	0	0	28221	0	0	4155	0	0	1131	0	15	1773	0	0	294	0	0	205	0	1796	4554	4193	1965	0	0	0	0	0	0	0	1535	0	0	0	318	0	0	111623	28061	99871	61163	60877	13069	0	3190	0	5271	0	0	0	3931	948	0	0	0	0	0	0	0
"SB083116TAWCSCB22D11BR2TR2I622"	0	0	48019	52194	33462	11663	9813	65102	8619	49128	11566	7780	0	0	2635	0	0	0	0	0	11291	5527	8028	2568	0	0	9309	0	0	2461	0	13997	0	0	23138	0	0	0	0	0	0	0	0	0	0	3663	0	0	9896	0	5271	0	0	3339	5175	0	0	3131	0	0	8974	0	0	7355	2668	2461	2923	0	4548	0	6393	0	0	14276	0	12960	18203	2747	0	5878	0	43516	2743	0	17892	7193	0	4106	1044	0	0	0	0	8848	6464	0	0	0	0	0	0	0	0	0	3563	0	0	27919	33112	6951	28872	14403	0	38191	0	0	0	0	0	0	3138	0	0	0	0	0	0	0
"SB083116TAWCSCB22D11BR2TR1I210"	0	0	76965	0	7779	0	0	0	0	92320	36538	11870	7418	8533	0	0	0	20256	0	0	2380	4551	8890	5736	7004	0	0	36969	0	9990	0	60698	0	0	24447	0	0	0	0	0	0	28433	0	0	0	256	56	0	0	0	0	0	0	0	1375	0	3628	0	0	0	9321	0	3266	0	0	0	6735	0	467	0	8661	38135	0	0	3320	3949	4427	0	672	0	0	314	0	0	930	33278	0	0	0	4829	0	1254	0	7037	0	0	2008	0	0	18	4597	2508	0	0	1333	0	73621	11576	4526	1252	0	0	13553	20803	11225	2383	0	2254	2075	0	0	0	0	0	2061	0	0	0
"SB041117TAWCSCB61D11BR1TR1I302"	121524	0	29437	20590	0	4988	0	41031	0	0	29719	25386	1378	0	0	348	0	19744	36763	9147	0	0	0	696	0	12525	7640	38848	0	22042	0	0	0	5114	6043	2870	0	0	0	0	0	0	8492	0	8342	12701	11036	5166	0	4937	0	7282	0	0	0	25229	6226	0	4312	0	818	4037	0	0	0	3084	0	0	2792	0	0	11566	5590	404	0	4027	4588	743	0	0	0	0	0	0	2045	0	0	0	0	0	736	917	0	1803	0	0	4970	0	2128	0	0	0	0	0	0	1359	88491	84541	0	41984	57091	24858	2638	0	0	2316	735	0	0	4813	0	0	0	0	0	0	0	0
"SB041117TAWCSCB61D11BR1TR1I311"	21657	0	28102	13471	50447	3485	25429	15087	0	40791	0	5243	0	5161	0	10872	0	0	6422	0	12067	725	259	0	0	0	0	0	1667	4271	2724	0	345	0	0	8002	3824	0	0	0	2128	34224	21091	0	27629	0	0	16223	0	0	0	3326	2647	4862	5829	0	0	0	0	5377	0	4476	4349	11392	5344	0	0	0	0	0	0	1151	0	3970	1177	2492	13050	0	0	2558	0	47974	1318	0	8625	0	0	0	855	0	2545	0	0	0	0	0	3382	0	5759	0	0	3209	0	0	0	8568	9129	96981	97916	22187	211	98306	0	12317	0	12718	0	0	341	735	0	0	0	0	0	0	0	0
"SB041117TAWCSCB62D9BR1TR1I303"	57912	0	2511	28534	35554	29051	8674	0	0	0	0	0	2582	1173	0	0	0	0	17049	0	14796	34046	0	0	0	0	4644	102648	4653	6262	73	9856	0	1289	25823	0	0	0	0	679	0	56735	0	0	0	36554	0	3421	1749	0	0	0	0	0	0	12601	0	0	0	0	8905	4582	0	922	0	0	1982	0	0	0	3268	0	1151	0	2873	0	0	6385	0	0	9977	0	11804	1770	1181	16439	0	0	0	5737	0	0	368	10122	0	0	0	0	271	0	7881	377	0	0	0	8566	0	31428	21722	52338	13404	103305	0	5989	1046	8093	0	385	0	1528	1434	0	0	9061	0	0	0	0
"SB041117TAWCSCB62D9BR1TR1I312"	9713	0	20765	41202	53427	12164	9458	59203	0	32066	0	20119	0	1023	0	0	0	0	4550	0	25597	36822	0	0	0	3603	307	20502	3089	4821	0	7157	0	5489	6507	0	0	1021	128	5200	4915	0	12026	2682	155	18000	0	0	0	0	0	5913	111	0	0	0	3577	0	0	0	6718	0	0	1347	1883	0	1607	12066	0	383	5843	23038	3624	1747	0	893	0	0	0	0	2204	0	0	0	9361	19981	0	0	0	0	0	0	2754	0	862	0	0	1562	0	0	8890	0	0	0	0	2852	74057	1231	25104	23849	38588	0	29322	91346	0	408	136	0	0	0	0	2310	0	1819	0	0	1538	0
"SB041117TAWCSCB63D10BR1TR1I304"	8997	0	0	36177	15484	0	8525	41439	12427	27351	27111	2217	0	0	5946	4384	247	0	457	2437	5445	10589	875	0	0	0	6854	21897	2374	0	0	1543	0	11009	18575	1558	957	0	0	2907	9314	72966	0	2084	1516	2256	0	6375	0	0	0	824	0	769	424	21263	0	4316	2253	2132	0	0	0	10779	0	0	175	2211	2941	0	0	39913	0	0	0	0	0	0	0	0	558	10108	2423	0	3585	12666	0	0	0	0	0	1724	0	4563	2394	1620	0	0	0	843	0	0	0	0	0	0	49402	78861	37045	21556	91089	54139	0	9017	13251	0	2972	0	1626	11755	0	0	0	0	9393	0	0	3106
"SB041117TAWCSCB72D20BR1TR1I316"	21271	0	17813	0	90500	3367	0	21587	42942	17392	11890	0	0	3375	0	4010	0	0	1543	0	13224	19393	22780	0	0	3289	0	25775	4122	0	831	9647	0	12448	0	1536	6198	0	346	675	20833	0	0	0	0	5144	36	0	0	11212	0	6239	1038	0	0	273	10383	0	0	0	0	0	17034	0	3293	3595	0	5035	0	0	0	3142	5370	0	0	0	15933	16	0	5868	0	4022	0	0	0	37399	364	0	0	0	0	0	1128	10068	0	1956	0	0	0	0	3539	0	0	2985	4078	0	49369	0	62424	79434	55660	22234	4427	17822	3903	0	0	0	0	1834	2990	1844	0	0	640	3048	4633	0
"SB041117TAWCSCB63D10BR2TR1I313"	58706	0	41999	1267	76216	0	2372	32273	13025	4322	7383	7274	0	8410	4273	15154	0	0	0	0	0	44624	1112	0	5901	0	0	1738	0	0	0	10755	0	0	39233	0	0	0	0	0	4195	18610	0	12277	0	0	0	0	971	1514	0	0	321	0	0	14771	0	3335	32548	0	659	0	0	0	2813	0	0	11333	0	0	2113	14262	0	7012	0	0	0	0	0	1113	0	0	0	0	0	5741	1625	0	0	0	0	0	0	1968	0	0	0	0	7974	0	0	0	0	0	3062	0	70510	51858	69644	14597	44011	15447	0	17205	0	19649	0	0	0	0	0	0	0	0	2948	0	167	0
"SB041117TAWCSCB73D12BR1TR1I308"	71365	0	0	7167	3905	7289	0	42228	14594	602	0	35901	641	0	0	7755	0	916	0	2824	0	31437	9880	0	11131	10794	0	0	0	11484	0	41111	0	0	35466	0	2992	0	0	0	0	24549	3000	0	0	0	12995	22074	0	0	0	0	455	3751	0	0	4184	3332	11522	0	2111	0	0	166	0	0	16577	11368	0	76	0	15186	1209	24010	2774	5040	20135	0	0	0	0	0	0	0	15944	16037	0	0	909	1165	0	53	0	5021	1400	0	3041	0	0	0	0	0	0	0	0	0	68285	4699	35950	7932	110413	24164	11169	0	0	3291	5335	5997	0	1102	5275	0	0	0	508	1422	0	0
"SB041117TAWCSCB71D20BR2TR1I315"	37262	0	2826	0	6523	25973	0	63398	0	9166	5165	17170	2546	42842	0	0	0	0	0	341	3043	1133	11256	0	7323	0	0	4768	4323	9250	0	13994	0	0	0	0	0	5273	760	2471	0	10813	27751	17451	0	33250	0	19431	0	0	5745	0	0	0	0	33784	0	0	0	3188	0	1790	6511	0	0	0	10675	18114	0	0	4621	5797	0	0	4100	2170	9016	0	0	4847	0	37166	1556	0	0	5787	194	1992	0	324	0	0	0	0	4357	856	4089	0	0	0	0	0	242	0	2115	0	41680	1834	28402	22461	107456	27270	2947	40547	24370	418	1057	0	0	0	0	0	1853	0	3129	3291	0	196
"SB041117TAWCSCB73D12BR1TR1I317"	36221	0	0	5302	23242	0	3181	45485	0	21372	18113	10533	13857	34787	0	0	0	29864	0	0	13764	15475	0	5823	0	0	2067	0	0	6418	5043	0	0	14456	49606	0	0	0	0	2063	0	1229	0	0	0	28793	0	0	12566	68	535	2388	0	576	0	0	0	0	5369	0	0	2243	6174	0	1512	0	0	12453	0	0	0	0	0	5014	5513	0	8236	3368	0	0	0	9317	0	0	0	22149	0	0	970	0	0	0	0	42014	0	0	12192	0	2928	0	0	0	0	0	0	0	64360	48880	4772	59138	61927	41263	0	32486	0	0	0	0	0	1378	0	0	0	0	0	0	984	0
"SB041117TAWCSCB72D20BR1TR1I307"	23435	1841	41414	0	0	0	1142	14207	2326	11020	21055	0	2206	10653	0	1176	0	0	12278	4816	0	0	5995	0	0	0	0	2271	0	0	5277	22138	0	13939	23495	4842	0	0	0	0	0	31999	6043	4160	0	35283	0	10837	0	10335	0	24964	0	0	0	0	178	0	21521	0	0	0	0	0	0	0	0	0	4631	0	0	0	8224	0	0	0	12944	1778	0	0	2028	0	0	0	2463	0	0	0	0	0	0	0	570	7951	0	588	1428	0	0	0	16629	0	0	0	1839	0	29908	114094	87941	21492	81416	82679	0	30608	3650	6917	0	9196	0	0	0	1237	0	0	0	1826	0	0
"SB041117TAWCSCB71D20BR1TR1I306"	14089	0	47218	17298	19831	0	3491	97906	13197	64318	0	9230	0	18135	0	0	0	11230	27844	10034	4935	31603	13220	0	0	0	0	0	0	0	0	0	0	11836	11183	0	0	2516	383	198	0	25865	0	0	0	0	8733	0	666	0	1433	4036	4329	7501	2900	4932	0	0	0	3439	8540	0	18192	0	0	0	4475	0	0	2967	1015	45424	0	0	0	8367	16847	2324	668	0	0	0	0	0	5317	26471	0	0	708	0	2987	0	0	0	0	0	0	6426	0	876	0	0	0	2998	0	2460	80969	0	0	10390	84573	52264	7582	0	0	7527	0	0	54	0	0	0	0	2555	1103	0	0	1297
"SB041117TAWCSCB31D13BR1TR1I289"	93662	0	40831	5884	2378	6737	0	13907	0	27930	29160	0	5844	20005	0	0	0	0	10188	0	5670	15162	0	1290	0	0	2186	6710	4803	8987	0	8420	0	0	29851	0	4227	0	0	248	8383	0	0	0	0	0	0	0	0	0	0	0	0	8217	14723	26057	5690	6219	0	0	9198	7309	667	0	0	0	0	0	9851	3590	1168	14601	8960	0	0	0	9002	1767	0	0	0	11161	0	0	0	20019	0	0	0	0	3698	0	0	0	0	0	0	0	2029	0	4445	0	0	4098	0	3942	113257	25585	48474	43255	84289	33475	697	10360	0	0	1338	0	0	0	0	0	0	0	0	347	0	0
"SB041117TAWCSCB54D25BR1TR1I300"	26413	0	69259	37181	0	0	0	38554	4390	19490	1752	0	8736	0	7945	0	0	1579	14545	0	12438	0	0	0	7435	0	0	56100	0	12276	1705	0	136	0	4946	12663	0	0	0	1123	7157	56556	0	0	8035	8241	5674	0	0	0	0	8065	4558	0	1484	0	0	0	0	0	2569	352	6805	0	0	0	4320	7236	3504	0	0	7004	0	0	0	0	13591	325	1664	0	2878	0	0	0	0	0	0	0	0	0	4084	0	0	5620	0	0	10734	0	0	0	6510	0	0	0	0	0	25752	58720	126115	57105	0	98731	10	5665	0	12834	0	0	0	0	0	0	0	0	0	0	0	0
"SB041117TAWCSCB53D5BR1TR1I284"	29142	0	48198	51490	81449	21288	10270	56782	0	0	39430	0	0	0	0	3144	1105	0	0	6078	5390	27910	2047	0	0	1552	23244	11622	0	0	0	0	0	0	22565	2871	8255	0	0	22270	0	23777	0	3051	6985	0	0	0	0	0	0	2625	0	0	6549	6377	0	0	2082	7671	0	3799	0	4049	0	0	0	0	0	0	0	25191	1683	0	0	0	9706	3187	0	0	0	0	7043	0	0	0	0	2376	0	3543	0	0	357	18306	0	0	0	0	0	0	11203	2481	0	0	0	2860	34229	12943	50841	20234	40956	0	39783	20694	21923	3098	0	0	0	0	0	0	0	0	0	0	0	0
"SB041117TAWCSCB51D33BR1TR1I296"	62340	2172	0	0	1686	0	3725	70419	0	778	12039	26401	0	0	4606	0	0	0	7258	7439	2132	13874	0	304	0	0	0	24514	0	24915	0	0	215	0	61847	5583	0	0	0	0	1884	33741	0	11430	8703	18176	6780	0	7279	0	0	0	0	0	0	3397	0	0	1637	8030	0	0	0	5771	0	0	0	0	677	0	3118	3393	1571	1279	20743	0	0	1750	0	0	5359	36173	0	0	0	37490	0	2950	0	0	0	0	0	0	0	0	2769	0	1314	0	12205	2721	0	0	899	0	76573	0	27020	0	53256	61125	16061	7049	1384	6236	0	0	0	0	2436	0	2312	368	0	0	0	0
"SB041117TAWCSCB44D31BR1TR1I295"	74444	0	37164	0	82156	0	0	30700	227	18377	0	0	1042	0	1175	0	0	589	0	0	3310	9890	0	0	0	12111	0	8351	0	0	2101	0	0	10225	22825	0	0	0	0	0	0	54132	0	1873	814	17283	5330	0	0	0	0	0	0	0	0	31302	0	6513	1508	0	0	0	0	0	0	9748	2505	17016	0	0	9559	388	0	0	0	0	0	833	0	0	4676	26003	0	1024	0	0	0	0	0	0	1370	0	0	7877	0	0	1136	0	0	667	0	0	0	0	6899	0	1858	51748	54020	53242	33751	70472	3497	0	0	0	0	0	0	0	0	338	6407	5116	2978	0	1183	0
"SB041117TAWCSCB43CD27BR1TR1I294"	6253	0	0	0	35882	20934	0	36473	0	31368	25010	16222	2073	19488	0	6272	0	0	0	0	2122	18316	1044	4044	0	0	6109	0	0	38237	10148	0	0	0	2181	752	0	3362	0	0	0	90199	0	0	14166	19461	0	0	0	0	0	0	0	116	0	0	0	0	802	0	4962	0	5070	0	0	0	0	0	2831	151	0	0	0	0	0	0	3781	5781	0	2557	0	20252	0	0	4021	0	2634	0	1108	2349	0	651	0	0	0	0	0	133	0	1022	0	481	0	3282	0	0	80381	39830	39096	4500	47084	17919	10488	4924	1209	13050	1723	0	286	0	2574	0	0	0	0	0	0	0
"SB041117TAWCSCB42CD26BR1TR1I293"	68615	0	0	653	4640	0	5840	90532	10705	0	10489	0	11383	0	0	0	0	14438	51751	8897	0	1662	0	415	0	0	5822	3285	1404	0	0	136	0	0	37735	0	5186	395	0	0	18006	65379	0	0	2210	0	0	23396	0	6250	2574	11599	2096	3728	3692	2349	0	0	5105	4180	0	0	7870	2237	3521	3539	0	456	292	0	0	51188	0	9009	1778	457	0	0	8110	0	0	10136	847	0	0	15619	0	0	0	0	2698	0	0	11096	3464	0	0	0	0	0	0	0	95	2639	0	0	131	75646	18399	22452	26933	20275	0	58289	0	5626	0	0	0	1232	0	0	0	0	0	0	1597	0
"SB041117TAWCSCB33CD24BR1TR1I291"	24670	0	49975	18531	0	0	305	54071	14892	29195	23565	26363	2740	2907	0	0	0	0	0	5285	4766	0	200	4084	2731	1039	14972	8297	0	0	0	14970	0	0	16194	12095	2706	0	0	0	2591	37132	1445	6404	0	0	17477	2808	552	0	0	0	8080	0	5905	0	1844	4817	4004	0	0	0	8080	0	0	0	2927	1580	3442	0	0	32292	0	730	0	0	0	4020	0	4662	4871	11455	0	0	0	0	0	1663	0	945	0	0	0	5166	0	3	0	0	0	0	0	2424	0	0	0	0	94989	54676	40261	7334	49472	82142	0	0	8385	0	2957	0	0	0	0	677	0	5369	0	0	0	0
"SB041117TAWCSCB33CD5BR1TR1I286"	11226	0	0	64637	5972	29037	1890	0	3286	4574	0	0	0	33759	6184	0	1003	0	0	40965	21742	8618	0	0	9389	0	6991	7084	0	0	0	0	0	1520	11317	9935	0	3070	0	1726	0	38352	0	1741	0	35167	0	0	634	0	0	0	0	0	0	1400	12108	1858	0	0	0	0	0	0	0	0	0	0	11045	0	0	0	0	0	1502	0	2357	801	0	0	0	15357	0	0	11556	16548	0	0	0	0	0	0	0	0	0	0	1271	0	9919	0	822	942	0	0	4208	0	21211	97117	88962	56174	121799	8012	0	25039	0	0	0	1664	0	4662	0	19523	0	0	4932	0	0	2272
"SB041117TAWCSCB32D10BR2TR1I290"	27428	0	23186	31106	103162	10535	7213	108	0	24257	7367	21037	0	7508	0	81	0	2220	3843	0	0	0	0	12069	0	0	0	9255	0	0	0	0	0	1979	6091	0	0	0	739	0	1459	2120	7361	6004	10062	28174	6933	0	1046	24	7122	20548	0	0	0	4846	0	0	535	1821	0	14587	16336	0	0	0	0	0	0	0	5211	29320	6267	3375	6221	0	10507	2617	0	0	8196	0	0	0	0	0	0	0	730	0	904	0	0	0	8966	0	6528	4786	0	0	1689	0	0	0	0	0	58461	77307	36827	1000	549	12546	11215	855	0	0	177	0	929	0	0	10046	0	6749	0	0	0	0
"SB041117TAWCSCB22D11BR2TR1I288"	32533	0	91326	44709	0	2287	36665	38562	11874	32492	21685	12370	8667	13923	3109	1896	0	0	1819	15312	0	22451	10832	0	2850	21876	0	0	0	21589	0	0	0	8623	25896	0	0	4618	0	0	0	14502	0	0	0	0	0	0	0	1088	0	0	0	0	963	0	0	1654	12304	0	0	0	38	3322	0	0	0	4483	1077	0	12942	0	5328	0	1155	3601	24273	2077	0	0	8452	47430	0	0	3502	19703	0	0	0	0	249	0	0	0	1141	0	785	0	0	0	5552	4623	0	103	2356	0	40248	22450	35576	26122	65050	72672	0	7586	5096	1299	0	9819	0	0	0	0	0	0	0	4303	0	0
"SB041117TAWCSCB54D25BR2TR1I310"	105003	295	54529	36937	33563	20342	0	20042	5481	0	1930	2494	0	0	3203	0	0	21971	26567	0	0	0	8667	1741	0	1547	13842	20707	0	0	0	0	0	0	0	0	0	0	239	3835	7790	0	6525	10533	386	398	6888	0	0	4012	0	0	0	4181	0	21662	2108	7296	0	0	208	2039	0	0	0	0	1499	13205	0	0	0	14435	1340	11169	4502	4421	0	1129	0	0	0	34949	3149	0	0	15396	782	0	0	0	1074	2796	0	0	781	0	17879	0	1528	3763	0	0	0	0	0	0	80465	33989	11755	83963	0	18685	0	13287	11484	0	192	0	0	3638	509	0	3939	0	2141	1341	0	0
"SB050817TAWCSCB71D20BR2TR1I349"	58703	0	0	10575	15328	0	15749	69262	43006	23926	20113	8776	4852	0	0	819	575	25533	31428	26814	20449	1946	0	577	5529	2083	0	15246	1238	14736	0	3255	0	0	0	0	11343	1019	0	3886	20113	0	7242	810	4375	0	0	0	1225	2120	0	8559	0	0	0	7250	0	0	0	0	1593	0	0	0	0	16222	0	0	0	2332	12325	0	2705	0	0	0	1727	0	0	0	2295	0	639	5575	0	13014	0	0	0	2624	3711	1378	2881	0	0	0	17309	717	0	0	0	0	0	0	3775	0	6753	16587	23338	0	12678	61635	21151	30818	0	0	2515	1205	0	0	0	0	0	0	0	3727	0	0
"SB050817TAWCSCB61D11BR1TR1I336"	71108	219	47884	36424	26572	3834	0	56307	7206	17906	0	42464	11573	0	1413	0	0	5830	0	0	13476	0	0	0	0	0	3741	0	0	9271	611	0	0	3522	0	0	1067	0	0	0	0	55161	0	0	6880	11020	0	0	0	0	0	0	0	0	0	0	1745	0	0	0	995	0	3692	0	0	0	9774	13622	4921	0	0	0	3162	0	0	2456	16920	0	0	0	0	0	0	0	4697	0	0	0	0	0	0	268	0	0	0	1000	0	4477	0	0	0	1551	0	0	5048	0	51875	4948	114048	27800	10310	39326	0	0	15962	6451	0	4208	0	3332	1250	0	0	0	2859	0	0	0
"SB050817TAWCSCB61D11BR1TR1I345"	44589	1124	56467	196	84456	1607	1714	0	0	43328	0	6794	4246	32899	0	0	0	0	0	12697	920	0	16746	0	0	847	24684	4096	1513	25685	6408	6531	0	252	0	0	1264	0	0	0	0	37800	0	0	0	0	0	6843	0	8815	8747	0	0	0	0	876	15861	0	275	0	2716	3628	3193	11742	395	9886	4155	12552	11595	0	1984	0	0	4190	0	0	25391	0	0	0	0	0	3853	602	9226	25811	0	0	0	0	0	0	1596	0	0	3912	0	5026	0	1857	0	4878	0	306	955	0	43347	2900	62378	4691	0	0	3157	30592	10081	6426	0	0	0	0	0	0	0	0	0	12587	0	0
"SB050817TAWCSCB62D9BR1TR1I337"	0	2439	0	16043	366	4569	0	62825	0	12836	0	20466	0	21280	987	0	0	8034	0	0	5270	24029	5865	901	0	11652	4377	14904	0	33411	2265	0	0	6995	5030	0	0	0	0	0	68225	2106	10656	3667	11638	0	0	5489	0	12622	0	0	3167	386	12384	1545	2595	1633	3975	6151	0	14071	13015	0	0	3112	5844	5210	690	8454	4141	295	0	7155	0	3990	1376	0	0	0	0	10227	0	0	7316	0	0	3714	0	0	1436	0	0	0	0	84	0	0	6775	319	9808	0	0	0	894	0	33370	0	39087	21414	59343	18507	6117	64505	5316	0	3676	0	0	0	0	0	198	1805	0	1231	0	0
"SB050817TAWCSCB62D9BR1TR1I346"	3314	0	7233	0	7811	0	9364	36895	2223	47523	6145	11602	12419	21602	8223	821	0	0	4213	6730	32126	0	0	7330	4218	0	7677	5781	0	0	2311	8742	451	0	0	0	0	2637	0	6891	0	0	0	1298	0	12446	22875	0	0	2006	2294	1820	0	0	0	3394	0	0	8899	0	0	647	0	0	0	0	0	1891	0	0	0	0	17570	13780	7827	0	14282	0	1014	0	0	14016	0	0	0	10123	392	0	346	0	0	0	0	0	0	0	0	217	0	0	7658	0	0	0	1705	0	3105	36956	123545	101242	0	56055	0	16902	0	0	5031	0	0	0	0	0	0	5741	0	0	0	0
"SB050817TAWCSCB73D12BR1TR1I351"	2811	0	28302	7571	0	5019	1906	50302	319	36068	30093	7433	22712	5935	0	0	0	0	0	12836	41497	6411	0	577	11013	0	8070	32244	0	9475	0	5608	0	0	11717	0	0	0	0	623	30196	0	0	0	0	32096	2920	0	0	0	0	0	6001	0	0	5634	0	72	0	3000	441	0	2130	0	2735	12166	9703	2670	0	2692	0	0	0	413	10493	0	25557	0	0	1198	0	19211	3304	0	1304	6502	0	947	0	0	2409	0	193	0	0	718	5130	0	0	0	320	0	0	0	2142	0	12527	54605	28205	0	66221	0	18734	61197	15201	0	0	5859	0	0	0	0	0	2920	0	241	840	2078
"SB050817TAWCSCB72D20BR1TR1I341"	25165	0	29713	18380	22116	13034	1606	74849	0	32869	16495	0	4279	0	3504	0	275	15339	19642	0	0	20390	0	0	0	2383	8489	4707	0	10958	0	6261	0	27381	0	0	0	0	0	137	1145	0	10617	1333	0	4319	0	0	2932	0	0	19022	0	0	0	1258	0	0	0	0	6965	0	0	0	4434	0	0	3890	0	0	0	15112	8858	0	0	0	0	0	2134	0	570	0	3851	0	0	148	0	2320	0	0	0	0	0	0	0	1022	2924	0	0	0	0	8308	0	0	3235	13776	37900	151825	18073	21935	0	28522	16026	24450	10047	1997	0	5110	0	1469	0	0	0	0	0	0	0	0
"SB050817TAWCSCB72D20BR1TR1I350"	33962	2282	23533	29780	34224	8254	9101	0	0	0	7456	0	0	48105	1523	7625	308	3280	3327	0	19100	0	37408	1954	11965	0	0	5121	0	1845	9782	26811	0	0	0	2371	0	0	0	0	3822	42326	0	0	17740	10870	0	88	0	0	0	0	0	12122	0	0	0	0	0	0	10138	5766	14618	0	0	3165	1906	0	0	3030	0	30208	0	0	0	0	29633	0	2812	0	8015	0	0	0	9943	146	360	0	0	6941	1221	0	145	15067	149	0	4490	0	731	907	0	0	0	2129	0	1535	60882	6416	25130	44946	46519	9660	0	58332	9849	10217	2336	0	0	81	0	0	0	0	0	44	0	0
"SB050817TAWCSCB73D12BR1TR1I342"	0	670	93743	6932	8713	3946	0	8937	0	10094	17446	0	2125	0	7010	0	842	0	7677	0	26667	0	629	0	10782	0	22976	0	0	17293	0	0	0	0	35604	0	0	0	0	511	0	1545	1063	0	21484	0	0	0	0	375	0	0	0	0	0	0	0	0	10855	2246	0	7134	0	21861	0	0	3773	0	4102	0	0	0	3534	0	0	0	0	0	0	0	3902	0	0	0	9838	0	452	0	0	0	2804	0	0	27106	0	0	12256	2047	0	0	0	0	98	0	0	0	113920	87462	49779	0	0	18022	31255	75074	18693	287	927	2364	3540	0	0	4448	6548	4490	0	2536	0	492
"SB050817TAWCSCB71D20BR1TR1I340"	30229	0	55455	3542	31585	0	2140	29067	0	0	0	48448	0	0	0	0	0	0	0	0	23949	0	0	0	0	0	0	9977	0	13727	0	2686	0	0	43836	0	0	0	0	5017	0	23958	0	0	14360	0	0	11890	0	414	0	0	0	0	0	2223	0	0	11987	0	9636	0	0	1502	0	5103	0	3586	16998	1070	0	48795	5470	6766	0	0	1200	0	0	2453	4914	928	0	2023	4008	0	0	3077	0	0	1627	0	0	898	0	1558	0	0	11515	4238	7470	1819	463	0	0	0	41919	14701	68656	26963	25077	31454	0	5074	5099	7197	0	0	0	0	3329	0	3560	0	0	1910	1271	606
"SB050817TAWCSCB63D10BR1TR1I338"	26942	576	60342	0	71518	0	0	0	0	23427	0	4933	5457	266	8958	0	547	0	13706	5503	5242	0	1447	0	0	0	0	0	0	0	1346	22683	0	9315	0	0	0	0	0	0	0	3266	3749	0	0	7084	0	10325	6496	0	0	0	2832	4363	0	13531	12623	0	3661	1208	0	0	5333	0	0	0	187	6668	0	2768	0	977	0	0	5940	0	4857	0	3913	0	0	0	0	2072	0	0	0	0	0	0	0	0	0	0	5206	0	0	0	0	790	7938	0	0	0	2842	0	25783	68993	73797	71757	78683	10084	15908	40318	0	2840	0	2028	0	0	1588	0	0	0	0	0	0	0
"SB050817TAWCSCB54D25BR1TR1I343"	39670	1483	17600	0	57604	20383	12591	0	8360	68054	0	0	0	0	12135	0	0	11121	4877	9202	0	9636	8963	0	0	7990	1521	59124	0	18941	878	26691	0	0	0	2119	3395	0	0	0	0	5881	1893	559	2739	32445	0	0	3104	0	0	0	3857	0	0	10803	12112	1894	87	0	1924	0	0	0	0	0	0	0	17152	3125	4927	0	1073	7435	0	11796	4964	0	0	0	0	4120	0	2262	0	0	0	0	0	0	0	0	0	19709	6535	0	0	0	2661	0	0	0	0	0	0	0	10407	42490	74966	19418	64499	31693	0	12852	0	0	0	7287	0	1622	1398	0	0	0	4740	484	0	0
