"OEU.1"	"OEU.2"	"OEU.3"	"OEU.4"	"OEU.5"	"OEU.6"	"OEU.7"	"OEU.8"	"OEU.9"	"OEU.10"	"OEU.11"	"OEU.12"	"OEU.13"	"OEU.14"	"OEU.15"	"OEU.16"	"OEU.17"	"OEU.18"	"OEU.19"	"OEU.20"	"OEU.21"	"OEU.22"	"OEU.23"	"OEU.24"	"OEU.25"	"OEU.26"	"OEU.27"	"OEU.28"	"OEU.29"	"OEU.30"	"OEU.31"	"OEU.32"	"OEU.33"	"OEU.34"	"OEU.35"	"OEU.36"	"OEU.37"	"OEU.38"	"OEU.39"	"OEU.40"	"OEU.41"	"OEU.42"	"OEU.43"	"OEU.44"	"OEU.45"	"OEU.46"	"OEU.47"	"OEU.48"	"OEU.49"	"OEU.50"	"OEU.51"	"OEU.52"	"OEU.53"	"OEU.54"	"OEU.55"	"OEU.56"	"OEU.57"	"OEU.58"	"OEU.59"	"OEU.60"	"OEU.61"	"OEU.62"	"OEU.63"	"OEU.64"	"OEU.65"	"OEU.66"	"OEU.67"	"OEU.68"	"OEU.69"	"OEU.70"	"OEU.71"	"OEU.72"	"OEU.73"	"OEU.74"	"OEU.75"	"OEU.76"	"OEU.77"	"OEU.78"	"OEU.79"	"OEU.80"	"OEU.81"	"OEU.82"	"OEU.83"	"OEU.84"	"OEU.85"	"OEU.86"	"OEU.87"	"OEU.88"	"OEU.89"	"OEU.90"	"OEU.91"	"OEU.92"	"OEU.93"	"OEU.94"	"OEU.95"	"OEU.96"	"OEU.97"	"OEU.98"	"OEU.99"	"OEU.100"	"OEU.101"	"OEU.102"	"OEU.103"	"OEU.104"	"OEU.105"	"OEU.106"	"OEU.107"	"OEU.108"	"OEU.109"	"OEU.110"	"OEU.111"	"OEU.112"	"OEU.113"	"OEU.114"	"OEU.115"	"OEU.116"	"OEU.117"	"OEU.118"	"OEU.119"	"OEU.120"	"OEU.121"	"OEU.122"	"OEU.123"	"OEU.124"	"OEU.125"	"OEU.126"	"OEU.127"	"OEU.128"
"SB081216TAWCSCB62D9BR1TR1I194"	126947	0	54359	8949	0	331	0	2320	0	33146	12264	2652	0	4640	0	0	0	331	17236	663	994	0	994	0	0	994	3646	27511	0	0	0	14253	0	0	6961	2983	0	0	994	2320	8618	994	0	0	24528	0	0	0	0	0	0	0	2652	0	0	3646	0	0	331	0	0	1326	0	994	331	663	0	1326	663	331	0	0	6629	0	0	0	31820	0	663	0	0	30825	0	0	23202	2652	0	0	1657	2652	0	0	0	0	994	0	0	0	331	331	994	8618	0	0	2320	0	64634	17567	35797	12927	43421	46735	2320	25522	1657	5966	1989	9612	0	994	0	0	0	0	663	331	0	0
"SB081216TAWCSCB42CD26BR1TR1I183"	8286	0	4309	63971	155452	994	331	6961	663	11601	1657	1989	0	28505	994	0	0	0	13590	1657	0	994	0	1326	0	2652	663	12927	0	331	331	2320	0	0	3646	663	994	663	0	0	331	3315	109049	331	331	0	0	0	49387	331	0	0	0	0	0	3315	2652	663	0	14253	0	663	37123	0	0	663	4972	0	2320	2652	0	331	0	0	0	0	0	331	0	994	0	9612	0	0	0	9944	0	0	0	0	994	0	0	331	331	0	0	0	331	0	1657	0	0	0	331	663	20550	9944	63971	9944	90487	6298	6298	28505	3315	1657	663	2320	0	994	0	994	0	331	0	0	0	0
"SB081216TAWCSCB71D20BR2TR1I201"	107060	0	48392	13258	663	0	0	2320	0	13921	16241	0	0	3977	0	0	0	0	20882	1326	0	0	0	0	0	1326	2652	50381	0	0	0	8618	0	0	2320	6629	0	0	0	663	9281	2320	0	0	29168	0	0	0	0	0	0	0	10938	0	0	28505	0	0	0	0	0	0	5303	0	0	0	331	0	663	663	0	0	0	0	0	0	38449	0	0	0	0	44746	0	0	29831	0	0	0	2652	6629	0	0	0	0	3977	0	0	0	0	0	0	20882	0	0	0	0	42426	15910	27179	11932	66954	24859	1989	20550	0	0	0	0	0	1326	663	1326	0	0	0	1657	0	0
"SB081216TAWCSCB42CD26BR2TR1I612"	7623	9612	5303	67285	194564	0	331	2983	0	13258	331	3977	0	33146	1657	0	0	0	18561	3315	0	0	0	0	0	2320	0	8286	0	0	0	4640	0	0	1989	663	0	663	0	0	0	3646	115015	0	1326	0	0	0	44084	331	0	0	0	0	0	1326	1989	331	0	11932	0	994	41100	0	663	994	7292	0	2983	663	0	0	0	0	0	0	0	2320	0	663	0	7955	0	0	0	5303	0	0	0	0	663	0	0	0	0	0	0	0	0	0	2983	0	0	0	1657	0	18230	7292	84853	6961	40438	6298	7955	26185	3646	1326	331	994	0	331	0	0	0	0	0	0	0	0
"SB081216TAWCSCB32D10BR1TR2I621"	0	3646	30825	4640	31820	46404	0	3646	0	1326	0	62314	9281	79881	3646	0	0	0	663	663	0	0	994	0	0	0	0	0	0	4972	4309	0	0	0	0	0	9612	331	0	0	0	38117	2983	331	0	0	0	14915	0	994	0	0	0	0	0	331	1326	0	0	331	994	4972	5635	994	663	1989	38117	0	5966	994	0	0	0	0	331	0	0	2983	0	663	0	11932	0	663	0	23533	0	331	0	0	0	0	331	0	0	0	2652	0	331	0	5966	0	0	0	331	0	38449	2652	122638	29831	45078	6961	7623	12595	0	331	663	0	0	0	0	0	331	0	0	0	0	0
"SB081216TAWCSCB41CD31BR1TR1I182"	10938	0	12264	63308	225721	0	1657	3646	0	12264	0	3315	0	32814	4640	331	0	0	14584	1657	0	0	0	0	0	2652	0	10607	0	0	0	2983	0	0	2652	1326	0	1326	0	663	4640	3315	91813	0	1657	0	0	663	36792	994	0	0	331	0	0	1989	2652	663	0	11269	0	331	40106	0	0	0	8286	0	2652	1989	0	331	0	0	0	0	1657	1657	0	663	663	8618	0	0	0	8286	0	0	0	0	331	0	0	331	0	0	0	663	1657	0	1657	0	0	0	331	3977	22870	12264	45741	8618	53696	8949	9281	18561	3315	331	331	994	0	0	0	1657	0	0	0	0	0	0
"SB081216TAWCSCB22D11BR1TR2I617"	0	3977	8286	0	994	129930	0	331	6961	0	0	124627	62314	5635	5303	663	331	0	0	0	0	331	0	1989	663	0	0	0	0	114683	37454	0	0	0	0	0	3977	0	0	0	0	155121	0	0	0	0	0	25522	0	2983	0	0	0	0	0	0	0	0	0	0	663	2320	331	2320	663	663	1326	0	3977	0	0	0	0	0	663	0	0	0	0	994	0	2652	0	0	0	16904	0	0	0	0	0	0	0	0	331	0	5635	0	0	0	5635	0	0	0	0	0	9612	1326	86178	5635	27511	331	1657	1657	0	663	0	0	331	0	0	0	0	0	0	0	0	0
"SB081216TAWCSCB41CD31BR1TR2I618"	3646	10607	3646	57010	265496	0	1657	2652	0	10607	0	4309	0	36129	3977	0	0	0	15247	2320	0	0	331	0	0	2320	0	4309	0	0	0	3646	0	0	0	0	663	331	0	331	0	2983	116672	0	0	0	0	994	32483	331	0	0	0	0	0	1657	663	994	0	15247	0	1326	43089	0	0	663	11932	0	994	994	0	663	0	0	0	0	0	4640	663	0	331	6629	0	0	0	3315	0	0	0	0	994	0	0	0	331	0	0	0	0	0	2320	0	0	0	331	0	15910	6629	55684	7292	36792	3646	3977	27511	1326	663	994	1326	0	0	0	2320	0	331	0	0	0	0
"SB081216TAWCSCB22D11BR2TR1I175"	0	0	6298	0	331	119655	0	331	6961	0	0	118992	46404	2983	2983	0	0	0	0	0	0	0	331	3646	1326	0	0	0	0	138548	38449	0	0	0	331	0	3646	0	0	0	0	179649	331	0	0	0	0	16904	0	2320	0	0	0	0	0	663	0	0	0	0	331	1326	2320	2983	0	331	1657	0	3646	0	0	0	0	0	663	0	0	0	0	994	0	2320	0	0	0	13258	0	0	0	0	0	0	0	0	0	0	2320	0	331	0	5966	0	0	0	0	0	10607	1326	96453	8949	37786	994	3646	663	0	331	0	0	331	0	0	0	0	0	0	0	0	0
"SB081216TAWCSCB33CD24BR1TR1I181"	1989	0	5966	38780	252569	8618	331	3977	2652	5966	0	15247	3977	46072	5966	331	0	0	7955	3315	0	331	331	1657	331	1326	331	7623	331	7292	4309	1657	0	0	331	0	7623	1989	0	0	0	17236	56347	0	0	0	331	2983	22870	331	0	0	0	0	0	3315	1657	1989	0	14253	0	1657	42758	4309	0	0	15578	0	2983	2320	0	994	0	0	331	0	0	2652	0	0	663	7623	331	0	0	12264	0	0	0	0	0	0	331	0	994	0	0	0	663	0	1657	0	0	0	331	0	18561	4972	53696	8286	43421	5635	5303	21545	1657	663	0	663	663	331	0	1989	0	0	0	0	0	0
"SB081216TAWCSCB31D13BR1TR1I177"	0	0	20219	2320	7623	53696	0	4972	331	1326	0	76898	15910	26516	2320	331	0	0	994	331	0	0	1657	0	0	0	0	0	0	12595	9612	331	0	0	0	0	7623	1326	0	0	0	79881	0	663	0	0	331	16904	331	994	0	0	0	0	0	331	0	0	0	0	331	40106	4309	663	2652	663	17899	0	11269	0	0	0	0	0	331	0	0	2652	331	994	0	13921	0	0	0	24196	0	0	0	0	0	0	0	0	331	0	1989	0	0	0	11932	0	0	0	0	0	36129	3315	112032	32151	43752	5303	9281	7292	0	0	331	0	0	0	0	0	331	0	0	0	0	0
"SB081216TAWCSCB22D11BR1TR1I176"	0	0	11269	663	10275	115678	0	331	6298	663	0	96453	61651	5966	7623	0	0	331	331	331	0	0	0	3646	2652	0	0	0	0	120981	41432	0	0	0	0	0	3315	331	0	0	0	159430	1989	0	0	0	0	23865	0	2983	0	0	0	0	0	0	0	0	0	1326	994	663	1326	3646	663	663	1989	0	1989	0	0	0	0	0	994	331	0	994	0	1326	0	2652	0	0	0	14253	0	0	0	0	0	0	0	0	331	0	4972	0	0	0	4972	0	0	0	0	0	11932	663	77229	11269	38117	663	3977	1657	0	331	0	0	331	0	0	0	0	0	0	0	0	0
"SB081216TAWCSCB33CD24BR1TR2I623"	4309	7292	6298	31488	338747	663	994	3315	0	4640	0	3315	331	44746	7955	0	0	0	6961	4309	0	0	0	0	0	994	0	4972	0	663	0	1989	0	0	994	0	6629	331	0	331	0	5303	69937	0	0	0	0	1657	22207	331	0	0	0	0	0	3315	2652	2652	0	12264	663	663	33808	0	331	0	18893	0	1326	1657	0	663	0	0	0	0	0	2983	0	663	2652	8949	0	0	0	6629	0	0	0	0	331	0	663	0	663	0	0	0	331	0	3315	0	0	0	663	0	14915	6629	60988	14584	18561	2320	5966	29831	3977	663	663	1326	331	0	0	2983	0	0	0	0	0	0
"SB081216TAWCSCB32D10BR1TR1I180"	331	0	28174	3315	36792	40769	331	3977	0	2652	0	64634	8949	59993	4640	0	0	0	2652	0	0	0	1989	0	0	663	0	331	0	2983	1989	0	0	0	0	0	9944	663	0	0	0	61982	4309	994	0	0	331	13258	0	1326	0	0	0	0	0	1326	0	0	0	0	663	4309	4972	994	663	3646	37123	0	7623	331	0	0	0	0	0	0	0	3977	663	663	0	15247	0	0	0	20550	0	0	0	0	0	0	0	0	0	0	994	0	0	0	5966	0	0	0	0	0	41432	4972	109049	32151	42758	6961	3977	12595	0	0	994	0	0	0	0	0	0	0	0	0	0	0
"SB082916TAWCSCB43CD26BR1TR2I220"	42095	9944	44084	14915	392443	663	0	0	0	7955	0	8286	0	37454	7292	0	0	0	19224	331	0	0	0	0	0	663	0	6298	0	0	0	5303	0	0	0	331	0	331	0	12264	0	994	4640	0	0	0	0	0	2320	0	0	0	0	0	0	663	0	41432	0	45409	0	331	24196	0	0	1657	2983	0	0	0	0	0	0	0	0	0	2320	5303	1326	331	663	5303	331	0	0	4972	0	0	0	0	0	0	0	0	0	0	0	331	0	0	663	0	0	0	994	0	13258	3315	33146	4640	10275	2983	6298	25191	1989	663	1326	1657	0	0	0	0	0	0	0	0	0	0
"SB082916TAWCSCB62D9BR1TR1I232"	131919	0	64634	7955	0	994	0	331	0	27511	1326	9281	0	15910	0	0	0	0	10275	0	331	0	663	0	0	0	1326	26185	0	0	331	10607	0	0	2983	3646	663	331	331	9281	34140	0	0	0	5303	0	0	331	0	0	0	0	2983	0	0	6629	0	0	0	0	0	994	0	1657	663	663	663	331	0	331	1989	0	1326	0	2983	0	36792	0	1326	331	0	19887	0	2320	5303	1989	0	0	0	0	0	0	0	0	331	0	0	5635	0	1326	331	0	0	0	994	20882	71926	19887	49055	11932	55022	34140	4640	21876	994	2983	0	5303	0	994	663	331	994	1989	0	994	0	0
"SB082916TAWCSCB64D10BR1TR1I236"	118661	0	37123	1657	0	663	0	663	0	32151	4972	3977	0	2652	0	0	0	0	6961	331	331	0	331	0	0	0	663	40106	0	0	0	11269	0	0	6961	10938	0	0	0	7292	93470	0	0	0	21545	0	0	0	0	0	0	0	2320	0	1326	9944	0	0	331	0	0	0	0	2983	0	0	0	2983	331	0	3977	0	15578	0	15578	0	36792	0	0	663	0	13258	0	663	23533	331	0	0	1657	663	0	0	0	0	1657	0	0	10607	994	4309	663	0	0	0	994	37123	38780	21213	17567	5635	42426	18893	1657	11269	663	994	0	1326	0	331	0	1326	663	3315	331	994	0	331
"SB082916TAWCSCB64D10BR2TR1I237"	120650	0	35466	8618	663	0	0	2320	0	32483	7955	0	0	3646	0	0	0	0	6298	331	0	0	1657	0	0	331	1657	40438	0	0	0	5635	0	0	5966	7623	0	0	0	7955	88499	1657	663	0	20219	0	0	0	0	331	0	0	1989	0	0	12264	0	0	331	0	0	0	331	1326	0	0	0	0	0	331	3977	0	7955	0	15247	0	35466	0	0	663	0	16904	0	0	28174	331	0	0	0	0	0	0	0	0	0	0	0	10607	0	0	0	0	0	0	994	39775	48392	25522	19224	8286	62976	27179	2320	14915	0	0	0	2320	0	0	0	0	0	2652	0	1989	0	0
"SB082916TAWCSCB74D13BR1TR1I246"	60988	0	1657	663	0	0	663	4309	331	2320	42758	0	0	331	0	0	0	0	1657	0	1657	0	4972	0	0	331	5966	17899	994	0	0	2983	0	663	16904	0	0	0	0	0	68611	994	0	0	54690	0	0	0	0	0	0	0	4640	0	11601	9944	0	0	1989	0	0	0	0	0	0	0	0	3977	0	0	83858	0	29168	13258	72589	0	12927	0	0	994	0	8286	0	0	32814	331	0	0	4309	0	0	0	0	0	331	0	0	2320	124296	2983	0	0	663	0	0	4640	16241	6629	3315	331	24196	30162	0	2983	0	0	663	0	0	0	0	331	5966	0	3646	994	0	4972
"SB082916TAWCSCB74D13BR2TR1I614"	55022	0	4640	1989	17567	0	0	7623	1326	0	35797	0	0	3646	994	0	0	0	331	0	1326	1326	3977	1326	0	0	2652	22207	0	331	0	3315	0	0	11932	331	0	0	0	663	69937	3977	331	0	62314	0	0	0	2652	0	0	0	2652	0	11932	3315	994	0	2983	1657	0	0	1326	0	0	0	331	4309	663	0	79549	0	24859	10607	69606	0	13921	0	0	0	0	5303	0	0	32483	331	0	0	2983	0	0	0	0	331	0	0	0	994	105734	0	0	0	994	0	0	18230	14253	7292	6961	2652	35797	23865	1657	4972	0	0	0	0	0	0	0	0	0	0	5635	2652	0	2983
"SB082916TAWCSCB72D20BR1TR1I241"	100431	0	25522	6298	0	1326	0	994	1326	6629	19887	0	0	1326	0	0	0	0	1989	0	0	0	1657	0	0	0	3977	53364	0	663	0	11932	0	0	10607	1989	0	0	0	4309	112363	0	0	0	38117	0	0	0	0	0	0	0	5303	0	0	22207	0	0	331	0	0	0	0	0	0	0	0	1989	0	0	24528	0	18893	0	27842	0	30494	0	0	0	0	26516	0	0	35466	0	0	0	0	331	0	0	0	331	0	0	0	663	25191	7623	0	331	663	0	0	32814	23202	13921	5303	2652	42426	28505	0	6629	0	0	0	0	0	0	331	0	0	1326	663	5303	0	0
"SB082916TAWCSCB31D13BR1TR2I212"	10275	0	57342	6298	59993	22207	0	0	663	5303	0	49387	7292	12595	3315	994	331	0	12595	0	0	0	0	1989	0	331	1326	663	331	3315	3646	0	0	0	994	0	16241	1989	0	2320	1326	22539	2983	0	0	0	0	8286	1989	0	0	0	0	0	0	0	0	3646	0	3977	0	331	5966	47398	663	663	10275	0	8949	0	331	0	0	0	0	0	994	331	0	0	0	18230	0	0	0	13921	0	0	0	0	663	0	0	0	331	0	6961	1657	0	0	6629	663	0	0	0	994	33477	4309	65297	11932	57342	6629	8949	16904	0	0	331	0	0	0	0	0	0	0	0	0	0	0
"SB082916TAWCSCB63D10BR3TR1I234"	135897	0	60325	4309	0	1989	0	0	0	21876	663	3315	0	6961	0	0	0	0	7292	0	0	0	0	0	0	994	0	46404	0	0	0	8286	0	0	1326	14915	0	994	0	10275	50050	0	331	0	12927	0	0	331	0	0	0	0	3315	0	0	5966	0	0	0	0	0	1326	0	3315	331	2652	0	0	0	0	2652	0	663	0	4972	0	38780	0	0	0	0	22207	0	0	11601	1326	0	0	0	994	0	0	0	0	1326	0	0	4309	0	5966	0	331	0	0	0	27842	53696	24196	40769	12595	66954	24859	1657	16241	0	0	0	3315	0	0	0	0	0	0	0	2320	0	0
"SB082916TAWCSCB61D11BR1TR1I230"	126284	0	68280	15910	2983	0	0	663	0	11269	331	1657	0	43421	0	0	0	0	16904	0	0	0	994	0	0	331	331	30825	0	0	0	9281	0	0	4972	4972	0	0	0	13590	61982	2983	3977	0	2983	0	0	0	1326	0	0	0	7292	0	0	3646	0	0	0	0	0	4309	1326	0	0	1326	331	0	0	331	0	0	0	0	3977	0	31488	0	0	0	0	26185	0	0	2652	0	0	0	0	0	0	0	0	0	331	0	0	6961	0	0	331	0	0	0	0	45741	65960	24196	42426	9944	58999	30494	4309	15910	0	0	331	3977	0	0	0	0	0	0	0	0	0	0
"SB082916TAWCSCB61D11BR2TR1I231"	134571	0	76235	13590	331	1326	0	0	0	11269	331	7292	0	22539	0	0	0	0	9612	331	0	0	663	0	0	1326	0	44746	0	0	0	11269	0	0	5303	6298	0	0	0	8618	50713	331	331	0	7292	0	0	0	0	0	0	0	2983	0	0	3646	0	0	0	0	0	1657	331	2983	331	0	331	0	0	0	994	0	2320	0	2652	0	36792	0	0	0	0	21876	0	663	3646	663	0	0	0	1989	0	0	0	1326	0	0	0	14584	0	5635	0	663	0	0	0	41100	54359	19887	27842	10275	102088	30494	3646	10938	663	0	0	2320	0	0	0	0	0	3315	0	0	0	0
"SB082916TAWCSCB44D30BR1TR1I222"	42426	0	36792	35797	368578	331	0	0	0	12927	0	3315	0	78555	5635	0	0	0	22870	331	663	0	0	0	0	331	0	4309	0	0	0	6629	0	0	331	1989	663	0	0	10275	331	994	4640	0	663	0	0	0	2983	0	0	0	0	0	331	7292	331	47730	0	20882	0	0	18893	0	331	1326	3646	0	331	331	0	0	0	0	0	0	5303	5966	331	331	994	6298	0	0	0	4640	0	0	0	0	994	0	0	0	1657	0	0	0	0	331	663	0	0	0	1657	0	11932	1657	38449	1989	15578	3646	3646	16573	2320	994	1989	3977	0	0	0	2983	0	0	0	0	0	0
"SB082916TAWCSCB52D29BR1TR1I224"	77560	0	59662	88830	130593	331	0	663	0	6629	0	4972	0	117667	29831	0	0	0	34140	331	0	0	0	331	0	663	0	13258	0	331	0	7292	0	0	1326	1657	0	0	0	7955	3646	0	994	0	331	0	0	0	331	0	0	0	331	0	0	3646	0	22539	0	663	0	0	15247	1657	0	331	2652	0	0	331	0	0	331	0	663	0	10275	6961	1989	331	331	13258	0	331	331	5303	0	0	331	331	331	0	0	0	1326	331	0	3646	0	331	994	0	0	0	1326	4309	37123	6629	32483	6629	37786	8286	5966	16573	994	1326	1657	663	0	0	0	331	0	994	0	0	0	0
"SB082916TAWCSCB53D25BR1TR2I610"	118992	11932	71594	82864	331	663	663	331	0	6629	0	3315	0	41432	0	0	0	0	24859	0	0	0	0	0	0	331	0	28174	0	0	0	14584	0	0	2320	8949	0	0	0	12595	30162	0	0	0	5303	0	0	0	0	0	0	331	663	0	0	27511	0	663	0	0	0	994	0	1657	663	1326	0	0	0	663	663	0	2652	0	331	0	17899	0	331	0	1326	29831	0	994	5303	1326	0	0	994	2320	0	0	0	0	4972	0	0	11269	0	663	331	994	0	0	0	20882	41100	16241	40438	3977	36460	18230	1989	21213	331	331	0	1657	0	0	0	9281	331	3646	0	1326	0	0
"SB082916TAWCSCB53D25BR1TR1I225"	99105	0	63639	75240	3315	663	1657	331	0	8286	663	3315	0	31157	0	0	0	0	13258	0	0	0	1326	0	994	994	0	39112	0	0	0	7623	0	0	3646	10607	0	0	0	8949	36792	0	1989	0	4309	0	0	0	0	0	0	0	1326	0	0	23865	0	663	0	0	0	331	331	1657	331	663	663	0	0	331	2320	0	3646	0	1989	0	25522	0	0	0	1657	28174	331	331	1989	1326	0	0	663	1657	0	0	0	0	6629	0	0	16904	0	5635	331	0	0	0	0	23202	42426	15578	31157	6961	84190	16573	4640	21213	2320	331	331	2320	0	0	0	5966	0	2652	0	2652	0	0
"SB082916TAWCSCB43CD26BR1TR1I219"	33808	0	44415	25191	385151	331	0	0	0	5635	331	4640	0	32151	7292	0	0	0	20219	0	0	663	0	1326	0	994	331	7292	0	0	0	4640	0	0	994	331	0	0	0	9281	1326	994	12264	0	663	0	0	0	5303	0	0	0	0	0	0	331	0	33808	0	48061	0	994	21213	0	331	994	2320	0	663	994	663	0	0	0	0	0	2320	4972	1657	663	0	7292	0	0	0	4640	0	0	0	0	994	0	0	331	0	331	0	0	0	0	994	0	0	0	1989	2652	16904	5635	30162	4640	21876	5303	4972	22207	1326	0	994	663	0	0	0	0	0	0	0	0	0	0
"SB082916TAWCSCB54D25BR2TR1I228"	125621	0	73252	43089	331	0	0	2983	663	7955	994	2652	0	16241	0	0	0	0	14584	0	0	0	331	0	0	3315	0	41432	663	994	0	9281	0	0	7623	7292	0	0	0	13258	74246	6961	663	0	4972	0	0	0	0	0	0	0	4309	0	0	14584	0	0	0	0	0	663	0	4640	994	1326	331	0	663	994	1657	0	0	0	3977	0	42758	0	0	0	0	35797	0	0	6298	0	0	0	0	994	331	0	0	0	1326	0	0	16904	0	6298	0	663	0	0	0	32814	43752	21213	25853	5303	59993	20550	4640	18561	0	0	0	2320	0	0	0	1657	0	1989	0	331	0	0
"SB082916TAWCSCB71D20BR2TR1I238"	124959	0	77229	13258	663	1326	0	663	0	14253	994	5635	0	3315	0	0	0	0	14915	0	0	0	0	0	0	0	0	33146	0	0	0	11932	0	0	3977	4309	331	0	331	9944	89493	0	331	0	12595	0	0	0	0	0	0	0	3646	0	1989	6961	0	0	0	0	0	663	0	3646	663	0	0	0	0	0	2320	0	7955	0	3315	0	39443	0	0	0	0	24196	994	331	12264	994	0	0	0	2652	0	0	0	0	663	0	0	5635	0	3977	331	663	0	0	0	51044	46735	12927	24528	10607	58005	17567	1326	14253	663	1326	0	4309	0	0	0	994	331	3646	0	0	0	0
"SB082916TAWCSCB53D25BR2TR1I226"	101757	0	73583	84190	1657	0	0	0	0	6961	0	3977	0	47398	0	0	0	0	38449	0	0	0	0	0	0	0	663	22539	0	0	0	7623	0	0	2652	9612	0	0	0	9612	33808	0	0	0	2320	0	0	0	0	0	0	0	3315	0	0	31488	0	663	0	0	0	1657	0	3977	0	0	2320	0	0	0	0	0	0	0	0	0	27511	0	0	0	0	21545	0	0	5303	0	0	0	0	1326	0	0	0	0	11601	0	0	15578	0	0	0	0	0	0	0	26185	51376	21876	18230	4309	58005	17899	2320	17236	0	0	994	3977	0	0	0	12264	0	994	0	0	0	0
"SB083016TAWCSCB41CD31BR1TR1I216"	23202	0	22539	8618	384819	331	0	5635	1657	5966	0	6961	0	26516	4640	0	0	0	9612	994	0	0	0	0	0	4640	0	5303	663	0	0	1989	0	0	4972	0	2652	1657	0	5966	1326	7623	15910	0	0	663	0	0	8618	331	663	0	0	0	0	0	2652	21876	0	54027	0	1326	15578	0	0	663	1326	331	2652	994	0	663	0	0	0	0	4640	2320	0	0	0	3646	0	0	663	6629	0	0	0	0	1657	0	0	331	0	0	0	0	0	0	1989	0	0	0	0	331	18893	9612	43421	7955	45741	8286	5635	10938	0	0	0	0	0	0	0	994	0	0	0	0	0	0
"SB083116TAWCSCB22D11BR2TR2I622"	2652	4640	37786	0	8618	61651	0	663	663	1326	0	67285	50050	3315	3977	331	0	0	7292	0	0	0	0	1326	1657	0	0	663	331	55022	17899	0	0	0	0	0	6629	663	0	663	0	80212	0	0	0	0	0	16573	0	2320	0	0	0	0	0	331	0	0	0	0	0	2652	1657	77560	2320	994	7955	0	4309	0	0	0	0	0	0	0	994	663	0	0	0	8949	0	0	0	15247	0	0	0	0	0	0	0	0	331	0	6961	0	0	0	4972	0	0	0	0	0	25191	2652	89161	11601	34803	994	5635	2983	0	663	331	0	0	0	0	0	0	0	0	0	0	0
"SB083116TAWCSCB22D11BR2TR1I210"	4972	0	24196	0	6961	59330	0	0	3315	331	0	87504	42758	2983	5966	331	0	0	6629	0	0	1326	0	2983	994	0	0	0	0	78555	23533	0	0	0	0	663	4972	994	0	0	0	85847	0	0	0	0	0	16241	0	3315	0	0	0	0	0	663	0	0	0	0	0	3977	1989	50713	331	1326	4309	0	4640	0	0	0	0	0	0	0	663	0	0	0	0	7292	0	0	0	12264	0	0	0	0	0	0	0	0	331	0	4640	331	0	0	5303	0	0	0	0	0	24528	3315	74246	10275	52370	2983	4640	2652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SB041117TAWCSCB61D11BR1TR1I302"	0	0	0	0	0	0	994	173682	0	0	10607	0	0	0	0	0	0	663	0	663	14915	0	99437	0	0	663	0	0	0	0	0	0	0	67948	331	0	0	0	0	0	0	2983	0	3315	0	45741	39112	0	0	0	1657	6298	0	0	663	663	0	0	1657	0	663	6629	0	0	0	0	0	331	0	0	663	168711	0	331	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	0	0	0	5966	0	0	0	0	0	0	0	0	0	0	0	0	0	151144	0	55022	13258	4640	2320	331	3315	0	0	0	0	0	0	994	0	0	0	0	0	0
"SB041117TAWCSCB61D11BR1TR1I311"	0	0	0	0	0	0	0	134571	0	0	45409	0	0	0	0	3977	0	3315	0	0	60656	0	58005	0	0	994	0	0	0	0	0	0	0	85515	2652	0	0	0	0	0	0	994	0	1326	994	47398	10938	0	0	0	1326	28837	0	0	17236	1326	331	0	18561	0	331	663	0	0	0	0	0	1989	0	0	7623	93139	0	9944	0	0	0	0	0	0	3646	0	0	0	0	0	0	0	0	0	0	0	0	20550	0	0	0	0	0	0	0	0	0	0	0	0	1657	106066	0	50381	14253	19224	2983	0	3315	0	0	0	0	0	994	5303	0	0	0	0	0	0
"SB041117TAWCSCB62D9BR1TR1I303"	1989	0	3315	0	4309	0	14253	152469	0	663	15910	1326	0	331	994	4640	0	0	0	0	18230	0	92145	0	0	1326	0	0	0	0	0	0	0	65297	994	0	0	0	0	0	0	7292	0	2983	0	33808	20219	0	0	0	2652	7292	0	39443	10938	1657	0	0	6298	0	994	6629	1326	331	0	0	0	994	331	0	2320	72589	0	1326	0	0	0	0	0	0	331	0	0	0	0	663	0	0	0	0	331	0	0	4640	0	0	331	0	0	0	0	0	0	0	0	0	1989	114683	2652	63971	43752	18561	3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SB041117TAWCSCB62D9BR1TR1I312"	0	0	0	0	0	0	0	145840	0	0	31488	0	0	0	0	1657	0	994	0	0	37454	0	67285	0	663	663	0	663	0	0	0	0	0	65628	3315	0	0	0	0	0	0	2652	0	1657	663	41763	19887	0	0	0	2652	20219	0	331	19887	1657	331	0	9281	0	994	3315	0	0	0	0	0	2652	0	0	2320	73252	0	7292	0	0	0	0	0	0	2652	0	0	0	0	0	0	0	0	0	0	0	0	9944	331	0	0	0	0	0	0	0	0	0	0	0	0	134239	0	69937	19887	16904	4309	0	1326	0	0	0	0	0	331	1989	0	0	0	331	0	0
