	methanotrophy	acetoclastic_methanogenesis	methanogenesis_by_disproportionation_of_methyl_groups	methanogenesis_using_formate	methanogenesis_by_CO2_reduction_with_H2	methanogenesis_by_reduction_of_methyl_compounds_with_H2	hydrogenotrophic_methanogenesis	methanogenesis	methanol_oxidation	methylotrophy	aerobic_ammonia_oxidation	aerobic_nitrite_oxidation	nitrification	sulfate_respiration	sulfur_respiration	dark_sulfite_oxidation	sulfite_respiration	thiosulfate_respiration	respiration_of_sulfur_compounds	arsenate_detoxification	arsenate_respiration	dissimilatory_arsenate_reduction	arsenite_oxidation_detoxification	arsenite_oxidation_energy_yielding	dissimilatory_arsenite_oxidation	anammox	nitrate_denitrification	nitrite_denitrification	nitrous_oxide_denitrification	denitrification	chitinolysis	knallgas_bacteria	dark_hydrogen_oxidation	nitrogen_fixation	nitrate_ammonification	nitrite_ammonification	nitrite_respiration	cellulolysis	xylanolysis	dark_sulfide_oxidation	dark_sulfur_oxidation	dark_thiosulfate_oxidation	dark_oxidation_of_sulfur_compounds	manganese_oxidation	manganese_respiration	ligninolysis	fermentation	aerobic_chemoheterotrophy	invertebrate_parasites	human_pathogens_septicemia	human_pathogens_pneumonia	human_pathogens_nosocomia	human_pathogens_meningitis	human_pathogens_gastroenteritis	human_pathogens_diarrhea	human_pathogens_all	fish_parasites	human_gut	mammal_gut	animal_parasites_or_symbionts	plant_pathogen	oil_bioremediation	aromatic_hydrocarbon_degradation	aromatic_compound_degradation	aliphatic_non_methane_hydrocarbon_degradation	hydrocarbon_degradation	dark_iron_oxidation	iron_respiration	nitrate_respiration	nitrate_reduction	nitrogen_respiration	fumarate_respiration	intracellular_parasites	chlorate_reducers	predatory_or_exoparasitic	chloroplasts	cyanobacteria	anoxygenic_photoautotrophy_H2_oxidizing	anoxygenic_photoautotrophy_S_oxidizing	anoxygenic_photoautotrophy_Fe_oxidizing	anoxygenic_photoautotrophy	oxygenic_photoautotrophy	photoautotrophy	aerobic_anoxygenic_phototrophy	photoheterotrophy	phototrophy	plastic_degradation	ureolysis	reductive_acetogenesis	chemoheterotrophy	harmful_algae
SB082916TAWCSCB64D10BR2TR1I237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14936.519790888722	14936.519790888722	25392.08364451083	0.0	25392.08364451083	24645.257654966394	0.0	0.0	0.0	0.0	24645.257654966394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3360.7169529499624	495145.6310679612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34727.408513816285	34727.408513816285	0.0	0.0	0.0	0.0	0.0	0.0	24645.257654966394	0.0	5601.194921583272	140403.286034354	249813.2935026139	0.0	19417.47572815534	0.0	19417.47572815534	249813.2935026139	269230.76923076925	0.0	0.0	269230.76923076925	0.0	0.0	0.0	510082.1508588499	0.0
SB082916TAWCSCB74D13BR1TR1I246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1469.2378328741966	1469.2378328741966	2571.1662075298436	0.0	2571.1662075298436	9182.736455463728	0.0	0.0	0.0	0.0	9182.736455463728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9550.045913682277	0.0	0.0	9917.355371900827	0.0	0.0	0.0	4040.40404040404	552249.7704315886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1469.2378328741966	0.0	0.0	0.0	1469.2378328741966	0.0	0.0	0.0	0.0	14325.068870523415	14325.068870523415	0.0	0.0	9550.045913682277	10835.6290174472	9550.045913682277	0.0	65381.083562901746	0.0	19834.710743801654	301010.10101010103	22222.222222222223	0.0	16161.61616161616	0.0	16161.61616161616	22222.222222222223	38383.83838383839	0.0	0.0	38383.83838383839	0.0	0.0	0.0	553719.0082644629	0.0
SB082916TAWCSCB74D13BR2TR1I614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10962.962962962964	10962.962962962964	11851.85185185185	0.0	11851.85185185185	14814.814814814814	0.0	0.0	3259.259259259259	0.0	14814.814814814814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3259.259259259259	3259.259259259259	3259.259259259259	3259.259259259259	0.0	0.0	0.0	0.0	0.0	0.0	3259.259259259259	0.0	0.0	11259.25925925926	0.0	0.0	11259.25925925926	0.0	0.0	0.0	8888.888888888889	541037.0370370371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3259.259259259259	11851.85185185185	11851.85185185185	0.0	0.0	14518.518518518518	14518.518518518518	14518.518518518518	0.0	65481.481481481474	0.0	24888.88888888889	250666.6666666667	23111.11111111111	0.0	45037.03703703704	0.0	45037.03703703704	23111.11111111111	68148.14814814815	0.0	0.0	68148.14814814815	0.0	0.0	0.0	560296.2962962962	0.0
SB082916TAWCSCB72D20BR1TR1I241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10740.314537782891	0.0	10740.314537782891	22247.794399693135	0.0	0.0	0.0	0.0	22247.794399693135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	767.1653241273494	0.0	0.0	0.0	4986.574606827772	561565.0172612197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2301.4959723820484	0.0	0.0	0.0	2301.4959723820484	0.0	0.0	0.0	0.0	27617.951668584577	27617.951668584577	0.0	0.0	0.0	4986.574606827772	0.0	0.0	47564.250095895666	0.0	23014.959723820484	253548.139624089	65976.21787495205	0.0	14576.14115841964	0.0	14576.14115841964	65976.21787495205	80552.3590333717	0.0	0.0	80552.3590333717	0.0	0.0	0.0	561565.0172612198	0.0
SB082916TAWCSCB31D13BR1TR2I212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70807.20210398543	70807.20210398543	145255.91745903296	606.918875177018	145862.83633420998	13756.827837345742	0.0	0.0	0.0	0.0	13756.827837345742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	809.2251669026907	809.2251669026907	809.2251669026907	809.2251669026907	0.0	0.0	0.0	0.0	0.0	0.0	809.2251669026907	404.61258345134536	0.0	0.0	0.0	0.0	809.2251669026907	0.0	0.0	0.0	7889.945377301234	291523.36637669435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	809.2251669026907	0.0	0.0	0.0	809.2251669026907	0.0	0.0	0.0	0.0	16993.728504956503	16993.728504956503	0.0	0.0	1820.756625531054	1820.756625531054	1820.756625531054	0.0	20028.322880841595	0.0	14363.74671252276	172567.26684199876	162654.2585474408	0.0	103783.12765527007	0.0	103783.12765527007	162654.2585474408	266437.3862027109	0.0	0.0	266437.3862027109	0.0	0.0	0.0	370220.51385798096	0.0
SB082916TAWCSCB63D10BR3TR1I234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20937.379946215904	20937.379946215904	27084.133691893967	0.0	27084.133691893967	12293.507491356128	0.0	0.0	0.0	0.0	12293.507491356128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	576.2581636573185	0.0	0.0	0.0	5570.495582020745	537456.7806377258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1344.6023818670765	0.0	0.0	0.0	4225.893200153669	0.0	0.0	0.0	0.0	35151.74798309643	35151.74798309643	0.0	0.0	0.0	5570.495582020745	0.0	0.0	38225.12485593546	0.0	8067.614291202458	102189.78102189783	232808.29811755667	0.0	17479.830964271994	0.0	17479.830964271994	232808.29811755667	250288.12908182867	0.0	0.0	250288.12908182867	0.0	0.0	0.0	558394.1605839416	0.0
SB082916TAWCSCB61D11BR1TR1I230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32189.492863650165	32189.492863650165	146371.09019131493	0.0	146371.09019131493	14272.699665958095	0.0	0.0	0.0	0.0	14272.699665958095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1214.6978439113273	542666.2617673853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2125.7212268448225	0.0	0.0	0.0	2125.7212268448225	0.0	0.0	0.0	0.0	48284.23929547525	48284.23929547525	0.0	0.0	0.0	0.0	0.0	0.0	11235.955056179777	0.0	14880.048587913756	31582.143941694503	172183.41937443064	0.0	33404.190707561494	0.0	33404.190707561494	172183.41937443064	205587.6100819921	0.0	0.0	205587.61008199208	0.0	16702.095353780747	0.0	576070.4524749469	0.0
SB082916TAWCSCB61D11BR2TR1I231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22685.571309424522	22685.571309424522	73227.6897414512	0.0	73227.6897414512	11509.591326105086	0.0	0.0	0.0	0.0	11509.591326105086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2585.487906588824	0.0	0.0	4336.947456213511	0.0	0.0	0.0	12260.216847372812	655462.8857381151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2335.2793994995827	0.0	0.0	0.0	3252.7105921601337	0.0	0.0	0.0	0.0	37531.276063386154	37531.276063386154	0.0	0.0	3252.7105921601333	15095.913261050875	3252.7105921601333	0.0	25271.059216013346	0.0	11342.785654712261	46705.587989991654	111175.97998331943	0.0	36947.45621351126	0.0	36947.45621351126	111175.97998331943	148123.4361968307	0.0	0.0	148123.4361968307	0.0	12260.21684737281	0.0	678565.4712260216	0.0
SB082916TAWCSCB44D30BR1TR1I222	727.7118880252686	0.0	92.8993899606726	0.0	170.3155482612331	0.0	170.3155482612331	170.3155482612331	20530.76518130864	21258.47706933391	227758.337720249	232.24847490168148	227990.58619515068	83222.37017310252	1765.088409252779	0.0	1827.0213358932276	1888.9542625336758	84987.4585823553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1378.0076177499768	1378.0076177499768	1378.0076177499768	1378.0076177499768	278.69816988201774	0.0	1687.6722509522187	3328.8948069241014	0.0	0.0	1378.0076177499768	278.69816988201774	0.0	11271.792648561608	0.0	572.8795714241476	13005.914594494165	0.0	0.0	0.0	38785.49530858081	130523.64289474499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1378.0076177499768	0.0	0.0	0.0	1378.0076177499768	0.0	0.0	0.0	1378.0076177499768	6224.259127365064	6951.971015390333	665.7789613848201	77.4161583005605	13501.37800761775	18285.69659059239	13501.378007617754	201.28201158145728	29340.723995912424	154.832316601121	32669.61880283653	27389.8368067383	98194.65518843093	526.4298764438113	309231.1027157588	526.4298764438113	309231.10271575884	98194.65518843093	407425.75790418976	0.0	526.4298764438113	407425.75790418976	0.0	572.8795714241477	0.0	183708.54364723005	0.0
SB082916TAWCSCB52D29BR1TR1I224	942.5811012489199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39640.77186919069	40583.352970439606	388421.96213965904	288.0108920482811	388709.97303170734	40635.71858717566	4634.357081140523	0.0	392.74212552038335	4817.636739716702	45270.07566831619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445.1077422564344	0.0	183.2796585761789	1780.4309690257378	0.0	0.0	0.0	445.1077422564344	0.0	25449.689733720836	0.0	445.10774225643445	28225.067420731546	0.0	0.0	0.0	20658.23580237216	270258.94797475974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1728.0653522896869	0.0	0.0	0.0	2592.0980284345296	0.0	0.0	0.0	0.0	17149.73948105674	18092.32058230566	968.7639096169455	0.0	26837.378577226187	29036.734480140338	26837.37857722619	183.2796585761789	23852.538423271282	209.46246694420444	28172.701803995493	19898.934359699422	62786.37446652528	759.3014426727411	80224.1248396303	759.3014426727411	80224.1248396303	62786.37446652528	143010.4993061556	0.0	759.3014426727411	143010.4993061556	0.0	1780.4309690257378	0.0	327206.55617521534	0.0
SB082916TAWCSCB53D25BR1TR2I610	0.0	0.0	97.87608887148869	0.0	0.0	0.0	0.0	97.87608887148869	26426.54399530195	26426.54399530195	156699.6182832534	244.69022217872174	156944.30850543213	145541.7441519037	587.2565332289321	0.0	3963.9815992952917	587.2565332289321	145541.7441519037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1272.389155329353	1272.389155329353	1272.389155329353	1272.389155329353	978.760888714887	0.0	1712.8315552510521	1468.1413330723303	0.0	0.0	1272.389155329353	978.760888714887	489.3804443574435	14534.599197416072	0.0	0.0	22805.128707056865	0.0	0.0	0.0	28824.50817265342	418811.78428110015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2006.459821865518	0.0	0.0	0.0	2251.1500440442396	0.0	0.0	0.0	2349.0261329157283	34990.70177155721	34990.70177155721	1174.5130664578642	440.4423999216991	18302.828618968386	32935.30390525595	18302.828618968386	440.4423999216991	22609.37652931389	880.8847998433982	21581.677596163256	57306.45003425663	97093.08016051678	0.0	22707.252618185375	0.0	22707.252618185375	97093.08016051678	119800.33277870217	0.0	146.81413330723302	119947.1469120094	0.0	5970.44142116081	0.0	459626.11334051087	0.0
SB082916TAWCSCB53D25BR1TR1I225	0.0	0.0	0.0	0.0	196.07202379007222	0.0	196.07202379007222	196.07202379007222	20914.34920427437	20914.34920427437	95291.0035619751	0.0	95291.0035619751	99114.40802588151	0.0	0.0	4084.833828959838	0.0	99114.40802588151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1274.4681546354695	1274.4681546354695	1274.4681546354695	1274.4681546354695	718.9307538969315	0.0	1437.8615077938628	1372.5041665305055	0.0	0.0	1274.4681546354695	718.9307538969315	163.39335315839352	14901.473808045488	0.0	196.07202379007222	22058.102676383125	0.0	0.0	0.0	22777.033430280055	532695.0099669946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3071.7950393777983	0.0	0.0	0.0	3300.5457337995485	0.0	0.0	0.0	2058.7562497957583	21731.31597006634	21731.31597006634	718.9307538969314	261.42936505342965	18136.662200581683	29280.088885984118	18136.66220058168	261.42936505342965	40946.374301493415	392.14404758014444	17352.374105421393	65259.30525146238	78820.95356360903	0.0	21862.03065259305	0.0	21862.030652593054	78820.95356360903	100682.98421620208	0.0	0.0	100682.98421620208	0.0	2810.3656743243687	0.0	565275.6445867782	0.0
SB082916TAWCSCB43CD26BR1TR1I219	743.4023045471441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31222.896790980052	31966.299095527196	82765.45657291538	0.0	82765.45657291538	43860.7359682815	1486.8046090942883	0.0	0.0	1486.8046090942883	45347.54057737579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1362.9042250030975	1115.103456820716	0.0	0.0	0.0	0.0	0.0	4708.214595465246	0.0	0.0	6566.720356833106	0.0	0.0	0.0	33081.402552347914	145582.95130714905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	867.3026886383348	0.0	0.0	0.0	867.3026886383348	0.0	0.0	0.0	0.0	10903.23380002478	11646.636104571924	0.0	0.0	4708.214595465246	4708.214595465246	4708.214595465246	0.0	19947.9618386817	0.0	31470.697559162436	22797.670672779084	86234.66732746872	0.0	502168.2567215958	0.0	502168.2567215958	86234.66732746872	588402.9240490645	0.0	0.0	588402.9240490646	0.0	0.0	0.0	208524.34642547392	0.0
SB082916TAWCSCB54D25BR2TR1I228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32092.86445885968	32092.86445885968	70331.1710481393	0.0	70331.1710481393	44383.74871969956	0.0	0.0	0.0	0.0	44383.74871969956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4096.9614202799585	0.0	0.0	0.0	4438.374871969955	585524.0696483441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6145.442130419939	0.0	0.0	0.0	12290.884260839877	0.0	0.0	0.0	0.0	41311.02765448959	41311.02765448959	0.0	0.0	3072.7210652099693	3072.7210652099693	3072.7210652099693	0.0	32092.86445885968	0.0	5121.201775349949	69989.7575964493	124274.49641515875	0.0	25264.59542505975	0.0	25264.59542505975	124274.49641515875	149539.0918402185	0.0	0.0	149539.0918402185	0.0	0.0	0.0	618299.7610105838	0.0
SB082916TAWCSCB71D20BR2TR1I238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16109.58156044506	16109.58156044506	24141.618694395773	0.0	24141.618694395776	20250.7451819154	227.53646271815057	0.0	409.5656328926711	227.53646271815057	20478.281644633553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.26093881544517	0.0	0.0	0.0	0.0	0.0	0.0	68.26093881544517	68.26093881544517	1524.494300211609	0.0	0.0	2298.118273453321	0.0	0.0	0.0	17065.234703861293	570479.4193269472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2844.2057839768822	0.0	0.0	0.0	4482.468315547567	0.0	0.0	0.0	68.26093881544517	42025.984664042415	42025.984664042415	0.0	0.0	2093.3354570069855	16541.90083960955	2093.3354570069855	0.0	27986.98491433252	0.0	11604.35959862568	88557.1912899042	216591.95886140753	0.0	20023.208719197253	0.0	20023.20871919725	216591.95886140753	236615.1675806048	0.0	0.0	236615.1675806048	0.0	20842.339984982595	0.0	587749.4368472549	0.0
SB082916TAWCSCB53D25BR2TR1I226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23091.725465041694	23091.725465041694	152661.96279666453	0.0	152661.96279666453	91725.46504169339	0.0	0.0	3848.6209108402822	0.0	91725.46504169339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11545.862732520847	0.0	0.0	0.0	8980.115458627324	478511.8665811417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34637.58819756254	34637.58819756254	0.0	0.0	0.0	0.0	0.0	0.0	23091.725465041694	0.0	16035.920461834508	62860.80821039128	111610.00641436818	0.0	23733.162283515074	0.0	23733.162283515074	111610.00641436818	135343.16869788326	0.0	0.0	135343.16869788326	0.0	0.0	0.0	510583.70750481077	0.0
SB083016TAWCSCB41CD31BR1TR1I216	1775.4981258630894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26632.47188794634	28407.970013809427	57013.21759715921	0.0	57013.21759715921	34523.57466956007	0.0	0.0	0.0	0.0	34523.57466956007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	591.8327086210298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34720.852239100415	159992.1088972184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5326.494377589268	7101.992503452358	0.0	0.0	0.0	0.0	0.0	0.0	6904.714933912013	0.0	7299.270072992701	25646.084040244623	58394.16058394161	0.0	588676.2675083843	0.0	588676.2675083844	58394.16058394161	647070.4280923258	0.0	0.0	647070.4280923258	0.0	0.0	0.0	223120.93115012825	0.0
SB083116TAWCSCB22D11BR2TR2I622	5115.183631412379	0.0	0.0	0.0	0.0	0.0	0.0	73.59976448075365	103481.26885993965	108596.45249135203	243541.62066681383	1103.996467211305	244645.61713402515	12291.160668285862	699.1977625671597	0.0	551.9982336056524	699.1977625671598	12879.95878413189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	551.9982336056524	551.9982336056524	551.9982336056524	551.9982336056524	220.799293442261	0.0	0.0	735.9976448075366	0.0	0.0	551.9982336056524	220.799293442261	0.0	0.0	0.0	0.0	1545.5950540958268	0.0	0.0	0.0	4195.186575402959	273938.32339736517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4195.186575402959	0.0	0.0	0.0	4967.984102450871	0.0	0.0	0.0	0.0	19687.936998601603	25171.119452417748	0.0	0.0	662.3978803267829	1471.9952896150733	662.3978803267829	0.0	18436.74100242879	0.0	21748.730404062706	89497.31360859645	195149.7755207183	0.0	31059.100610878046	0.0	31059.100610878046	195149.7755207183	226208.8761315964	0.0	0.0	226208.8761315964	0.0	0.0	0.0	386325.163759476	0.0
SB083116TAWCSCB22D11BR2TR1I210	4670.417153168453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100838.55217068252	105508.96932385098	181827.83144039905	1273.7501326823053	183101.58157308138	11782.188727311326	318.43753317057633	0.0	0.0	318.43753317057633	12100.626260481902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1273.7501326823053	1273.7501326823053	1273.7501326823053	1273.7501326823053	0.0	0.0	0.0	0.0	0.0	0.0	1273.7501326823053	0.0	0.0	0.0	0.0	0.0	2335.2085765842266	0.0	0.0	0.0	1273.7501326823053	344018.68166861264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4564.271308778261	0.0	0.0	0.0	5307.292219509606	0.0	0.0	0.0	0.0	15178.855747797474	19849.272900965923	0.0	0.0	2865.937798535187	3502.8128648763395	2865.937798535187	0.0	26218.023564377458	0.0	19000.106145844387	115698.9703853094	165799.80893748012	0.0	26430.31525315784	0.0	26430.31525315784	165799.80893748012	192230.12419063796	0.0	0.0	192230.12419063793	0.0	0.0	0.0	450801.40112514596	0.0
SB041117TAWCSCB61D11BR1TR1I302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22510.39882554441	22510.39882554441	1223.391240518718	0.0	1223.391240518718	672.8651822852948	0.0	428.1869341815513	0.0	0.0	672.8651822852948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15842.916564717396	15842.916564717396	15842.916564717396	15842.916564717396	0.0	0.0	0.0	0.0	0.0	0.0	15842.916564717396	0.0	0.0	0.0	428.1869341815513	0.0	428.1869341815513	0.0	0.0	0.0	6300.464888671397	810863.7142158062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5321.751896256423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15842.916564717396	22082.21189136286	15842.916564717396	0.0	1773.917298752141	0.0	0.0	122094.44580376803	11071.690726694396	0.0	367.01737215561536	0.0	367.01737215561536	11071.690726694396	11438.708098850013	0.0	2263.273794959628	13701.98189380964	0.0	0.0	0.0	838145.3388793736	0.0
SB041117TAWCSCB61D11BR1TR1I311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29733.49244232299	29733.49244232299	12877.883850437549	0.0	12877.883850437549	4077.167859984089	0.0	99.4431185361973	0.0	0.0	4077.167859984089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10988.4645982498	10988.4645982498	10988.4645982498	10988.4645982498	0.0	0.0	0.0	0.0	0.0	0.0	10988.4645982498	0.0	0.0	745.8233890214797	99.4431185361973	0.0	994.4311853619729	0.0	0.0	0.0	27197.69291964996	675715.9904534607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1044.1527446300715	0.0	0.0	1342.4821002386634	1342.4821002386634	0.0	1342.4821002386634	0.0	0.0	11734.28798727128	17850.039777247413	11734.28798727128	0.0	6811.853619729514	0.0	397.7724741447892	225586.71439936358	21280.827366746224	0.0	2386.634844868735	0.0	2386.634844868735	21280.827366746224	23667.46221161496	0.0	0.0	23667.46221161496	0.0	795.5449482895784	0.0	713951.8695306284	0.0
SB041117TAWCSCB62D9BR1TR1I303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33838.33802050258	33838.33802050258	5080.286673319423	0.0	5080.286673319423	2903.0209561825277	0.0	181.43880976140795	0.0	0.0	2903.0209561825277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8709.062868547582	8709.062868547582	8709.062868547582	8709.062868547582	0.0	0.0	0.0	453.5970244035199	0.0	0.0	8709.062868547582	0.0	0.0	725.7552390456318	181.43880976140795	453.5970244035199	1542.2298829719678	0.0	0.0	0.0	33021.86337657625	637122.3804771841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3719.495600108863	0.0	0.0	997.9134536877439	997.9134536877439	1542.2298829719678	2540.1433366597116	0.0	0.0	9434.818107593213	12700.716683298557	9434.818107593213	0.0	4626.689648915903	0.0	362.8776195228159	281411.5939399437	4535.970244035199	0.0	12337.839063775742	0.0	12337.839063775742	4535.970244035199	16873.80930781094	0.0	816.4746439263358	17690.283951737278	0.0	0.0	0.0	674952.3723124376	0.0
SB041117TAWCSCB62D9BR1TR1I312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29624.056614863755	29624.056614863755	7594.103402064279	0.0	7594.103402064279	1904.4036395269557	0.0	1269.6024263513038	0.0	0.0	1904.4036395269557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6677.1683163661155	6677.1683163661155	6677.1683163661155	6677.1683163661155	0.0	0.0	0.0	141.06693626125596	0.0	0.0	6677.1683163661155	0.0	0.0	775.8681494369079	1269.6024263513038	141.06693626125596	2797.827569181577	0.0	0.0	0.0	51348.364799097166	644793.4544941575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	329.15618460959723	0.0	0.0	0.0	1551.7362988738155	0.0	0.0	470.2231208708532	470.2231208708532	0.0	470.2231208708532	0.0	0.0	9239.884325112265	12507.935015164696	9239.884325112265	0.0	5219.476641666471	0.0	164.57809230479862	287024.1929795688	8581.57195589307	0.0	1504.7139867867304	0.0	1504.7139867867304	8581.57195589307	10086.2859426798	0.0	634.8012131756518	10721.087155855454	0.0	799.3793054804505	0.0	678390.8964803801	0.0
SB041117TAWCSCB63D10BR1TR1I304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56179.77528089887	56179.77528089887	11112.93365045518	0.0	11112.93365045518	738.1284343475766	0.0	2747.478061182646	0.0	0.0	738.1284343475766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5248.913310916099	5248.913310916099	5248.913310916099	5248.913310916099	0.0	0.0	0.0	82.01427048306405	0.0	0.0	5248.913310916099	0.0	0.0	410.07135241532023	2747.478061182646	0.0	3403.592225047158	0.0	0.0	0.0	10702.86229803986	770770.1139998359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3977.692118428606	0.0	0.0	2460.428114491922	2460.428114491922	0.0	2460.428114491922	0.0	0.0	5658.984663331419	10948.90510948905	5658.984663331419	0.0	3198.5565488394977	0.0	0.0	115025.01435249732	22553.924382842615	0.0	861.1498400721725	0.0	861.1498400721725	22553.924382842615	23415.074222914787	0.0	1189.2069220044286	24604.281144919216	0.0	0.0	0.0	835356.3520052489	0.0
